token,side,open_date,close_date,open_price,close_price,effective_open,effective_close,position_size,return,fees,pnl_eur_no_funding,funding,pnl_eur
WLD,SHORT,2025-09-24,2025-10-24,1.3404,0.88903,1.3390596000000001,0.8899190299999999,5.0,0.3354149210386156,0.0045,1.672574605193078,0.028653616249332735,1.7012282214424108
BTC,LONG,2025-09-25,2025-10-25,109306.0,111669.0,109415.30599999998,111557.331,6.0,0.01957701420676942,0.0054,0.11206208524061652,0.05132187659899613,0.16338396183961265
LTC,LONG,2025-09-25,2025-10-25,102.76,96.952,102.86276,96.855048,6.0,-0.058405121542529075,0.0054,-0.35583072925517445,0.05890206682174579,-0.29692866243342864
TRX,LONG,2025-09-25,2025-10-25,0.33417,0.29879,0.33450417,0.29849121,6.0,-0.10766072064213723,0.0054,-0.6513643238528234,0.04934492331293808,-0.6020194005398853
MERL,SHORT,2025-09-25,2025-10-25,0.30729,0.38981,0.30698271,0.3901998099999999,6.0,-0.2710807393680248,0.0054,-1.6318844362081488,-0.29679281594352336,-1.9286772521516722
EIGEN,SHORT,2025-09-25,2025-10-25,1.7968,1.1227,1.7950032,1.1238226999999998,6.0,0.3739160465006414,0.0054,2.2380962790038486,0.05978448310580171,2.29788076210965
BTC,LONG,2025-09-26,2025-10-26,109142.0,113637.0,109251.14199999999,113523.363,6.0,0.039104588947912376,0.0054,0.22922753368747426,0.05181969809715125,0.2810472317846255
LTC,LONG,2025-09-26,2025-10-26,104.09,99.246,104.19408999999999,99.146754,6.0,-0.04844167265149096,0.0054,-0.2960500359089458,0.05840739702485238,-0.23764263888409343
TRX,LONG,2025-09-26,2025-10-26,0.33648,0.29853,0.33681648,0.29823147,6.0,-0.11455796343456821,0.0054,-0.6927477806074093,0.04487236340601269,-0.6478754172013966
MERL,SHORT,2025-09-26,2025-10-26,0.30336,0.44351,0.30305664000000004,0.44395350999999994,6.0,-0.4649192639369323,0.0054,-2.7949155836215933,-0.37420401496894434,-3.169119598590538
WLD,SHORT,2025-09-26,2025-10-26,1.2848,0.94387,1.2835151999999999,0.9448138699999998,6.0,0.26388571790969056,0.0054,1.5779143074581434,0.033797530108442816,1.6117118375665862
BTC,LONG,2025-09-29,2025-10-29,114210.0,110675.0,114324.20999999999,110564.325,6.0,-0.03288791586663923,0.0054,-0.20272749519983538,0.052006695322166674,-0.1507207998776687
LTC,LONG,2025-09-29,2025-10-29,106.35,98.625,106.45634999999999,98.526375,6.0,-0.07449038972311173,0.0054,-0.4523423383386704,0.057136205362490824,-0.39520613297617957
TRX,LONG,2025-09-29,2025-10-29,0.33621,0.29492,0.33654620999999996,0.29462508000000004,6.0,-0.12456277549522819,0.0054,-0.7527766529713691,0.03543338587378536,-0.7173432670975837
MERL,SHORT,2025-09-29,2025-10-29,0.3331,0.33393,0.33276690000000003,0.33426393,6.0,-0.004498734699875362,0.0054,-0.032392408199252175,-0.5119256230479173,-0.5443180312471695
EIGEN,SHORT,2025-09-29,2025-10-29,1.654,1.0684,1.6523459999999999,1.0694683999999999,6.0,0.35275759435372495,0.0054,2.11114556612235,0.06456649377681188,2.175712059899162
BTC,LONG,2025-09-30,2025-10-30,114330.0,106526.0,114444.32999999999,106419.474,5.0,-0.07012017109104475,0.0045,-0.35510085545522374,0.043828387315701885,-0.31127246813952186
XRP,LONG,2025-09-30,2025-10-30,2.8622,2.383,2.8650621999999997,2.380617,5.0,-0.16908714931215096,0.0045,-0.8499357465607548,0.02307498676505174,-0.8268607597957031
TRX,LONG,2025-09-30,2025-10-30,0.33285,0.28834,0.3331828499999999,0.28805166,5.0,-0.13545472103381054,0.0045,-0.6817736051690526,0.028263319645999194,-0.6535102855230535
MERL,SHORT,2025-09-30,2025-10-30,0.30212,0.33941,0.30181788,0.33974941,5.0,-0.12567688170097807,0.0045,-0.6328844085048904,-0.4929886932588123,-1.1258731017637027
EIGEN,SHORT,2025-09-30,2025-10-30,1.4516,0.9251,1.4501484,0.9260250999999999,5.0,0.361427354607294,0.0045,1.8026367730364703,0.0605432851380245,1.8631800581744948
ETHFI,SHORT,2025-09-30,2025-10-30,1.4342,0.85401,1.4327657999999999,0.85486401,5.0,0.40334700200130397,0.0045,2.0122350100065196,0.04372567207750213,2.055960682084022
BTC,LONG,2025-10-01,2025-10-31,117384.0,109820.0,117501.38399999999,109710.18,6.0,-0.06630733813314062,0.0054,-0.40324402879884375,0.05153998408053305,-0.3517040447183107
XRP,LONG,2025-10-01,2025-10-31,2.9528,2.5422,2.9557527999999995,2.5396577999999996,6.0,-0.14077462770228957,0.0054,-0.8500477662137375,0.026249907093292783,-0.8237978591204447
TRX,LONG,2025-10-01,2025-10-31,0.34231,0.29619,0.34265230999999996,0.29589381000000003,6.0,-0.13646048380645656,0.0054,-0.8241629028387393,0.03230623851766824,-0.791856664321071
MERL,SHORT,2025-10-01,2025-10-31,0.29471,0.33164,0.29441529000000005,0.33197163999999996,6.0,-0.12756249853735482,0.0054,-0.770774991224129,-0.6290758957294709,-1.3998508869535997
EIGEN,SHORT,2025-10-01,2025-10-31,1.4713,0.9425,1.4698287,0.9434424999999999,6.0,0.3581275831666644,0.0054,2.1433654989999864,0.0681962047546357,2.2115617037546222
BTC,LONG,2025-10-02,2025-11-01,120829.0,110322.0,120949.82899999998,110211.678,5.0,-0.08878186177510003,0.0045,-0.4484093088755002,0.04165166710115399,-0.4067576417743462
XRP,LONG,2025-10-02,2025-11-01,3.0903,2.5039,3.0933903,2.5013961,5.0,-0.19137391101278098,0.0045,-0.9613695550639049,0.019534815824081432,-0.9418347392398234
TRX,LONG,2025-10-02,2025-11-01,0.34336,0.29724,0.34370335999999996,0.29694276000000003,5.0,-0.13604929553205397,0.0045,-0.6847464776602699,0.025738633317244852,-0.659007844343025
ZEC,SHORT,2025-10-02,2025-11-01,131.52,423.38,131.38848000000002,423.80337999999995,5.0,-2.2255748753619793,0.0045,-11.132374376809896,0.12742543624768318,-11.004948940562212
MERL,SHORT,2025-10-02,2025-11-01,0.30521,0.31816,0.30490479,0.31847815999999995,5.0,-0.04451674898252656,0.0045,-0.2270837449126328,-0.5214710380838065,-0.7485547829964393
EIGEN,SHORT,2025-10-02,2025-11-01,1.8188,0.895,1.8169812,0.8958949999999999,5.0,0.5069321575809371,0.0045,2.5301607879046855,0.04043562466221444,2.5705964125669
