token,side,open_date,close_date,open_price,close_price,effective_open,effective_close,position_size,return,fees,pnl_eur_no_funding,funding,pnl_eur,liquidated,liquidation_date,liq_price,worst_price,pnl_eur_clean,equity
DOOD,SHORT,2025-06-08 00:00:00+00:00,2025-07-08 00:00:00+00:00,0.003024,0.002558,0.003020976,0.0025605579999999,10.0,0.1524070366662961,0.009,1.5150703666629617,0.0168359762719068,1.5319063429348685,False,,0.004531464,0.003038,1.5319063429348685,19.866944295610672
PROMPT,SHORT,2025-06-09 00:00:00+00:00,2025-07-09 00:00:00+00:00,0.18423,0.12843,0.18404577,0.1285584299999999,10.0,0.3014866356341687,0.009,3.0058663563416874,0.0397476671605655,3.045614023502253,False,,0.276068655,0.19876,3.045614023502253,22.912558319112925
DOOD,SHORT,2025-06-09 00:00:00+00:00,2025-07-09 00:00:00+00:00,0.003023,0.002622,0.003019977,0.002624622,10.0,0.1309132486770594,0.009,1.3001324867705948,0.0142891540942199,1.3144216408648146,False,,0.0045299655,0.003038,1.3144216408648146,24.22697995997774
OM,SHORT,2025-06-09 00:00:00+00:00,2025-07-09 00:00:00+00:00,0.29904,0.20878,0.29874096,0.2089887799999999,10.0,0.3004347980939743,0.009,2.995347980939743,0.0635916838065325,3.058939664746275,False,,0.44811144,0.30725,3.058939664746275,27.285919624724016
AVAX,LONG,2025-06-09 00:00:00+00:00,2025-07-09 00:00:00+00:00,21.38,19.101,21.401379999999996,19.081899,10.0,-0.1083799736278686,0.009,-1.0927997362786868,0.0303347837814197,-1.0624649524972671,False,,10.700689999999998,15.934,-1.0624649524972671,26.22345467222675
INJ,LONG,2025-06-09 00:00:00+00:00,2025-07-09 00:00:00+00:00,13.538,10.975,13.551538,10.964025,10.0,-0.1909386964047918,0.009,-1.9183869640479183,0.0277339905293111,-1.890652973518607,False,,6.775769,9.1834,-1.890652973518607,24.332801698708145
APT,LONG,2025-06-09 00:00:00+00:00,2025-07-09 00:00:00+00:00,4.8397,4.627,4.8445396999999994,4.622373,10.0,-0.0458591969016168,0.009,-0.4675919690161685,-0.0204958490566193,-0.4880878180727879,False,,2.4222698499999997,3.8339,-0.4880878180727879,23.844713880635357
APT,LONG,2025-06-10 00:00:00+00:00,2025-07-10 00:00:00+00:00,5.0605,4.6891,5.065560499999999,4.6844109,10.0,-0.075243322037117,0.009,-0.7614332203711706,-0.0227725345309961,-0.7842057549021667,False,,2.5327802499999996,3.8339,-0.7842057549021667,23.06050812573319
GMX,LONG,2025-06-10 00:00:00+00:00,2025-07-10 00:00:00+00:00,17.581,11.222,17.598580999999996,11.210778,10.0,-0.3629726169399679,0.009,-3.63872616939968,-0.0920593064415818,-3.7307854758412615,False,,8.799290499999998,11.528,-3.7307854758412615,19.329722649891927
RUNE,LONG,2025-06-10 00:00:00+00:00,2025-07-10 00:00:00+00:00,1.741,1.4484,1.742741,1.4469516,10.0,-0.1697265399735244,0.009,-1.706265399735244,0.0503618994101246,-1.6559035003251192,False,,0.8713705,1.2021,-1.6559035003251192,17.673819149566807
OM,SHORT,2025-06-10 00:00:00+00:00,2025-07-10 00:00:00+00:00,0.30725,0.21694,0.30694275,0.2171569399999999,10.0,0.2925164709054052,0.009,2.916164709054053,0.060953746809071,2.9771184558631236,False,,0.460414125,0.30725,2.9771184558631236,20.65093760542993
MOODENG,SHORT,2025-06-10 00:00:00+00:00,2025-07-10 00:00:00+00:00,0.20972,0.20277,0.20951028,0.20297277,10.0,0.0312037671850755,0.009,0.3030376718507558,-0.1266763453993761,0.1763613264513797,False,,0.31426542,0.20972,0.1763613264513797,20.82729893188131
MAVIA,SHORT,2025-06-10 00:00:00+00:00,2025-07-10 00:00:00+00:00,0.17437,0.16448,0.17419563,0.1646444799999999,10.0,0.0548300207071785,0.009,0.5393002070717853,0.0961901983473982,0.6354904054191836,False,,0.2612934449999999,0.17437,0.6354904054191836,21.462789337300492
STRK,SHORT,2025-06-11 00:00:00+00:00,2025-07-11 00:00:00+00:00,0.14234,0.15227,0.14219766,0.1524222699999999,10.0,-0.0719042071437741,0.009,-0.7280420714377415,0.0105957634742372,-0.7174463079635043,False,,0.21329649,0.14234,-0.7174463079635043,20.745343029336986
OM,SHORT,2025-06-11 00:00:00+00:00,2025-07-11 00:00:00+00:00,0.29324,0.23529,0.29294676,0.2355252899999999,10.0,0.1960133302037544,0.009,1.9511333020375443,0.0618660755631501,2.0129993776006945,False,,0.4394201399999999,0.29324,2.0129993776006945,22.75834240693768
