perp,time,close
PROVE,2025-08-14 18:00:00,1.2925
PROVE,2025-08-15 18:00:00,1.2245
PROVE,2025-08-16 18:00:00,1.3446
PROVE,2025-08-17 18:00:00,1.317
PROVE,2025-08-18 18:00:00,1.2272
PROVE,2025-08-19 18:00:00,1.1675
PROVE,2025-08-20 18:00:00,1.1652
PROVE,2025-08-21 18:00:00,1.1006
PROVE,2025-08-22 18:00:00,1.1627
PROVE,2025-08-23 18:00:00,1.1232
PROVE,2025-08-24 18:00:00,1.0921
PROVE,2025-08-25 18:00:00,1.0112
PROVE,2025-08-26 18:00:00,1.0251
PROVE,2025-08-27 18:00:00,1.0461
PROVE,2025-08-28 18:00:00,1.0867
PROVE,2025-08-29 18:00:00,0.99393
PROVE,2025-08-30 18:00:00,0.96435
PROVE,2025-08-31 18:00:00,0.96282
PROVE,2025-09-01 18:00:00,0.88506
PROVE,2025-09-02 18:00:00,0.84067
PROVE,2025-09-03 18:00:00,0.97302
PROVE,2025-09-04 18:00:00,0.86353
PROVE,2025-09-05 18:00:00,0.85895
PROVE,2025-09-06 18:00:00,0.87654
PROVE,2025-09-07 18:00:00,0.87364
PROVE,2025-09-08 18:00:00,0.89339
PROVE,2025-09-09 18:00:00,0.87111
PROVE,2025-09-10 18:00:00,0.926
PROVE,2025-09-11 18:00:00,0.92843
PROVE,2025-09-12 18:00:00,0.92953
PROVE,2025-09-13 18:00:00,0.9668
PROVE,2025-09-14 18:00:00,0.94606
PROVE,2025-09-15 18:00:00,0.87327
PROVE,2025-09-16 18:00:00,0.90734
PROVE,2025-09-17 18:00:00,0.88371
PROVE,2025-09-18 18:00:00,0.93983
PROVE,2025-09-19 18:00:00,0.88794
PROVE,2025-09-20 18:00:00,0.9118
PROVE,2025-09-21 18:00:00,0.90559
PROVE,2025-09-22 18:00:00,0.80337
PROVE,2025-09-23 18:00:00,0.78776
PROVE,2025-09-24 18:00:00,0.79254
PROVE,2025-09-25 18:00:00,0.73238
PROVE,2025-09-26 18:00:00,0.70425
PROVE,2025-09-27 18:00:00,0.73109
PROVE,2025-09-28 18:00:00,0.72195
