token,side,open_date,close_date,open_price,close_price,effective_open,effective_close,position_size,return,fees,pnl_eur
AVAX,LONG,2025-06-10,2025-07-10,22.179,19.837,22.194525299999995,19.823114099999998,3.75,-0.10684667358035352,0.003375,-0.4040500259263257
OM,SHORT,2025-06-10,2025-07-10,0.30856,0.21683,0.308344008,0.21698178099999998,3.75,0.2962996673507598,0.003375,1.1077487525653493
MOODENG,SHORT,2025-06-10,2025-07-10,0.20856,0.20839,0.20841400799999998,0.20853587299999998,3.75,-0.0005847255718051293,0.003375,-0.005567720894269235
MAVIA,SHORT,2025-06-10,2025-07-10,0.17457,0.16614,0.17444780099999999,0.166256298,3.75,0.04695675699575021,0.003375,0.1727128387340633
MOVE,SHORT,2025-06-10,2025-07-10,0.16839,0.14941,0.168272127,0.14951458699999998,3.75,0.1114714619373654,0.003375,0.41464298226512025
GMX,LONG,2025-06-11,2025-07-11,17.45,13.19,17.462214999999997,13.180767,4.285714285714286,-0.24518355775598905,0.0038571428571428567,-1.0546438189542386
ARB,LONG,2025-06-11,2025-07-11,0.40976,0.41809,0.41004683199999997,0.417797337,4.285714285714286,0.01890151171805668,0.0038571428571428567,0.07714933593452863
kFLOKI,LONG,2025-06-11,2025-07-11,0.09365,0.10071,0.09371555499999999,0.10063950299999999,4.285714285714286,0.07388259078228795,0.0038571428571428567,0.3127825319240912
SUSHI,LONG,2025-06-11,2025-07-11,0.75195,0.74648,0.7524763649999999,0.745957464,4.285714285714286,-0.00866326346343113,0.0038571428571428567,-0.040985414843276266
OM,SHORT,2025-06-11,2025-07-11,0.29427,0.23737,0.29406401099999996,0.23753615899999997,4.285714285714286,0.19222975231742995,0.0038571428571428567,0.8199846527889855
STRK,SHORT,2025-06-11,2025-07-11,0.14331,0.1515,0.14320968299999998,0.15160605,4.285714285714286,-0.0586298832879898,0.0038571428571428567,-0.25512807123424197
SOPH,SHORT,2025-06-11,2025-07-11,0.0503,0.037497,0.05026479,0.0375232479,4.285714285714286,0.2534884180357661,0.0038571428571428567,1.0825217915818548
MANTA,LONG,2025-06-12,2025-07-12,0.22725,0.22405,0.227409075,0.223893165,6.0,-0.015460728645063893,0.0054,-0.09816437187038336
OM,SHORT,2025-06-12,2025-07-12,0.28174,0.21431,0.281542782,0.21446001699999998,6.0,0.2382684596758727,0.0054,1.4242107580552361
PNUT,SHORT,2025-06-12,2025-07-12,0.25121,0.27239,0.251034153,0.272580673,6.0,-0.08583103032996477,0.0054,-0.5203861819797886
UNI,SHORT,2025-06-12,2025-07-12,7.862,8.3931,7.8564966,8.39897517,6.0,-0.06904840638510557,0.0054,-0.4196904383106334
XAI,SHORT,2025-06-12,2025-07-12,0.0641,0.058,0.06405513,0.0580406,6.0,0.09389614852081331,0.0054,0.5579768911248799
APT,LONG,2025-06-13,2025-07-13,4.4202,5.0164,4.42329414,5.01288852,5.0,0.1332930529462821,0.0045,0.6619652647314106
KAITO,LONG,2025-06-13,2025-07-13,1.4199,1.5616,1.4208939299999999,1.5605068800000002,5.0,0.09825712324634979,0.0045,0.48678561623174893
TURBO,LONG,2025-06-13,2025-07-13,0.003691,0.004531,0.0036935836999999997,0.0045278283,5.0,0.22586319080842823,0.0045,1.1248159540421412
OM,SHORT,2025-06-13,2025-07-13,0.25651,0.22411,0.256330443,0.22426687699999998,5.0,0.12508684346946664,0.0045,0.6209342173473332
VIRTUAL,SHORT,2025-06-13,2025-07-13,1.8258,1.7433,1.8245219400000001,1.74452031,5.0,0.043847995601521875,0.0045,0.21473997800760936
LAUNCHCOIN,SHORT,2025-06-13,2025-07-13,0.17484,0.17245,0.174717612,0.17257071499999999,5.0,0.01228781103075063,0.0045,0.05693905515375316
BTC,LONG,2025-06-14,2025-07-14,104862.0,119742.0,104935.4034,119658.18059999999,4.285714285714286,0.1403032410699247,0.0038571428571428567,0.5974424617282487
APT,LONG,2025-06-14,2025-07-14,4.4234,4.9545,4.42649638,4.951031850000001,4.285714285714286,0.11849901704878406,0.0038571428571428567,0.5039957873519316
kLUNC,LONG,2025-06-14,2025-07-14,0.059083,0.062005,0.05912435809999999,0.061961596499999994,4.285714285714286,0.047987639801539,0.0038571428571428567,0.20180417057802427
MOODENG,SHORT,2025-06-14,2025-07-14,0.15481,0.19007,0.154701633,0.19020304899999999,4.285714285714286,-0.229483136742325,0.0038571428571428567,-0.98735630032425
kNEIRO,SHORT,2025-06-14,2025-07-14,0.39554,0.47542,0.39526312199999997,0.475752794,4.285714285714286,-0.20363567335280022,0.0038571428571428567,-0.8765814572262867
UMA,SHORT,2025-06-14,2025-07-14,1.229,1.178,1.2281397,1.1788245999999998,4.285714285714286,0.040154308178459074,0.0038571428571428567,0.16823274933625315
OP,SHORT,2025-06-14,2025-07-14,0.59069,0.65468,0.5902765170000001,0.655138276,4.285714285714286,-0.10988368524238598,0.0038571428571428567,-0.47478722246736843
SOPH,LONG,2025-06-15,2025-07-15,0.043855,0.03526,0.043885698499999994,0.035235318,3.75,-0.19711160573187625,0.003375,-0.742543521494536
TRX,LONG,2025-06-15,2025-07-15,0.27272,0.30024,0.272910904,0.300029832,3.75,0.0993691626187277,0.003375,0.3692593598202289
kLUNC,LONG,2025-06-15,2025-07-15,0.060188,0.062866,0.06023013159999999,0.0628219938,3.75,0.0430326504549761,0.003375,0.15799743920616038
BTC,LONG,2025-06-15,2025-07-15,105513.0,116776.0,105586.85909999999,116694.2568,3.75,0.10519678106420742,0.003375,0.3911129289907778
UMA,SHORT,2025-06-15,2025-07-15,1.1868,1.2143,1.1859692400000001,1.21515001,3.75,-0.024604997343775747,0.003375,-0.09564374003915906
MOODENG,SHORT,2025-06-15,2025-07-15,0.15626,0.19019,0.156150618,0.19032313299999998,3.75,-0.21884329013670628,0.003375,-0.8240373380126486
SAGA,SHORT,2025-06-15,2025-07-15,0.24774,0.2922,0.24756658199999998,0.29240454,3.75,-0.18111474350766782,0.003375,-0.6825552881537543
MAVIA,SHORT,2025-06-15,2025-07-15,0.16547,0.17937,0.165354171,0.179495559,3.75,-0.08552181003042254,0.003375,-0.32408178761408457
SOPH,LONG,2025-06-16,2025-07-16,0.04316,0.036616,0.04319021199999999,0.0365903688,4.285714285714286,-0.15280877065386925,0.0038571428571428567,-0.6587518742308682
SOL,LONG,2025-06-16,2025-07-16,158.19,173.61,158.30073299999998,173.488473,4.285714285714286,0.09594232264230906,0.0038571428571428567,0.4073242398956103
TRX,LONG,2025-06-16,2025-07-16,0.27926,0.30455,0.279455482,0.304336815,4.285714285714286,0.08903505067043203,0.0038571428571428567,0.377721645730423
MOODENG,SHORT,2025-06-16,2025-07-16,0.16334,0.20458,0.163225662,0.204723206,4.285714285714286,-0.25423419020962523,0.0038571428571428567,-1.0934322437555366
UMA,SHORT,2025-06-16,2025-07-16,1.2084,1.2436,1.20755412,1.24447052,4.285714285714286,-0.030571217793534555,0.0038571428571428567,-0.13487664768657667
kNEIRO,SHORT,2025-06-16,2025-07-16,0.42434,0.5373,0.42404296199999997,0.5376761099999999,4.285714285714286,-0.2679755547976763,0.0038571428571428567,-1.1523238062757555
AIXBT,SHORT,2025-06-16,2025-07-16,0.1786,0.16315,0.17847498,0.16326420499999997,4.285714285714286,0.08522637178611835,0.0038571428571428567,0.3613987362262215
MKR,LONG,2025-06-17,2025-07-17,2017.5,1859.9,2018.9122499999999,1858.59807,5.0,-0.07940621490607126,0.0045,-0.4015310745303563
ETC,LONG,2025-06-17,2025-07-17,16.49,20.049,16.501542999999998,20.034965699999997,5.0,0.21412680620230481,0.0045,1.0661340310115242
BNB,LONG,2025-06-17,2025-07-17,645.7,720.96,646.15199,720.455328,5.0,0.11499359152325765,0.0045,0.5704679576162883
OM,SHORT,2025-06-17,2025-07-17,0.25,0.23464,0.249825,0.23480424799999997,5.0,0.060125095566896936,0.0045,0.2961254778344847
MOODENG,SHORT,2025-06-17,2025-07-17,0.14684,0.19421,0.146737212,0.194345947,5.0,-0.3244489543661221,0.0045,-1.6267447718306103
UMA,SHORT,2025-06-17,2025-07-17,1.1476,1.2212,1.14679668,1.22205484,5.0,-0.06562467550917567,0.0045,-0.33262337754587834
BTC,LONG,2025-06-18,2025-07-18,103596.0,117333.0,103668.51719999999,117250.8669,5.0,0.13101711172155173,0.0045,0.6505855586077587
SOPH,LONG,2025-06-18,2025-07-18,0.039747,0.034511,0.03977482289999999,0.0344868423,5.0,-0.1329479357656673,0.0045,-0.6692396788283365
BNB,LONG,2025-06-18,2025-07-18,638.17,735.74,638.6167189999999,735.224982,5.0,0.1512773783174319,0.0045,0.7518868915871596
OM,SHORT,2025-06-18,2025-07-18,0.25028,0.2326,0.250104804,0.23276281999999998,5.0,0.06933886803709709,0.0045,0.34219434018548545
kNEIRO,SHORT,2025-06-18,2025-07-18,0.36823,0.55453,0.367972239,0.554918171,5.0,-0.5080435755372296,0.0045,-2.544717877686148
XAI,SHORT,2025-06-18,2025-07-18,0.05278,0.06277,0.052743054,0.062813939,5.0,-0.19094239404491067,0.0045,-0.9592119702245533
TAO,LONG,2025-06-19,2025-07-19,348.16,411.8,348.403712,411.51174,4.285714285714286,0.18113477505084674,0.0038571428571428567,0.7724347502179145
SUSHI,LONG,2025-06-19,2025-07-19,0.61226,0.95832,0.612688582,0.9576491759999999,4.285714285714286,0.563027619796577,0.0038571428571428567,2.4091183705567585
NEAR,LONG,2025-06-19,2025-07-19,2.1826,2.8577,2.1841278199999996,2.85569961,4.285714285714286,0.3074782454810728,0.0038571428571428567,1.3139067663474548
ETC,LONG,2025-06-19,2025-07-19,16.606,23.436,16.6176242,23.4195948,4.285714285714286,0.40932268765591634,0.0038571428571428567,1.7503829470967844
LINK,LONG,2025-06-19,2025-07-19,13.049,18.209,13.058134299999999,18.1962537,4.285714285714286,0.3934803611263212,0.0038571428571428567,1.682487261969948
IP,SHORT,2025-06-19,2025-07-19,2.4863,4.588,2.48455959,4.591211599999999,4.285714285714286,-0.8478975583757279,0.0038571428571428567,-3.6377038216102626
ZEN,SHORT,2025-06-19,2025-07-19,8.0275,9.1359,8.02188075,9.142295129999999,4.285714285714286,-0.13966978753704357,0.0038571428571428567,-0.6024419465873296
