time,coin,sz,side,payment,rate
1/12/2026 - 05:00:00,XLM,133,Long,-0.000375,0.0000125
1/12/2026 - 05:00:00,ALGO,240,Long,-0.000398,0.0000125
1/12/2026 - 05:00:00,ME,140.2,Short,0.00037,0.0000125
1/12/2026 - 05:00:00,MOVE,1395,Short,-0.000273,-0.0000057136
1/12/2026 - 05:00:00,AIXBT,1051,Short,0.000491,0.0000125
1/12/2026 - 05:00:00,IP,22.1,Short,-0.012394,-0.0002216494
1/12/2026 - 05:00:00,PAXG,0.003,Long,-0.000171,0.0000125
1/12/2026 - 05:00:00,AVNT,117,Short,-0.024297,-0.0006567688
1/12/2026 - 05:00:00,ZEC,0.18,Short,0.000925,0.0000125
1/12/2026 - 06:00:00,BTC,0.00082,Long,-0.000944,0.0000125
1/12/2026 - 06:00:00,ETH,0.0066,Long,-0.00026,0.0000125
1/12/2026 - 06:00:00,ATOM,35.16,Long,0.000794,-0.000008591
1/12/2026 - 06:00:00,SOL,0.32,Long,-0.000161,0.0000035274
1/12/2026 - 06:00:00,AVAX,0.83,Long,-0.000145,0.0000125
1/12/2026 - 06:00:00,BNB,0.072,Long,-0.000818,0.0000125
1/12/2026 - 06:00:00,XRP,16,Long,-0.000418,0.0000125
1/12/2026 - 06:00:00,BCH,0.033,Long,-0.000267,0.0000125
1/12/2026 - 06:00:00,YGG,152,Short,0.00013,0.0000125
1/12/2026 - 06:00:00,TRX,174,Long,0.000453,-0.0000087233
1/12/2026 - 06:00:00,BANANA,2.9,Short,0.000264,0.0000125
1/12/2026 - 06:00:00,ARK,35,Long,-0.000124,0.0000125
1/12/2026 - 06:00:00,TON,37.8,Long,-0.000835,0.0000125
1/12/2026 - 06:00:00,POLYX,176,Short,-0.002884,-0.0002564689
1/12/2026 - 06:00:00,GMT,1342,Short,-0.007784,-0.0003014826
1/12/2026 - 06:00:00,USTC,4395,Short,-0.001045,-0.0000335111
1/12/2026 - 06:00:00,CAKE,10.1,Long,-0.000251,0.0000125
1/12/2026 - 06:00:00,ETC,0.83,Long,-0.000019,0.0000018633
1/12/2026 - 06:00:00,MAVIA,194,Short,0.000856,0.0000691587
1/12/2026 - 06:00:00,STRK,491.7,Short,0.000512,0.0000125
1/12/2026 - 06:00:00,TNSR,258.3,Short,0.000232,0.0000125
1/12/2026 - 06:00:00,MERL,203,Short,0.000664,0.0000125
1/12/2026 - 06:00:00,EIGEN,27.48,Short,0.000146,0.0000125
1/12/2026 - 06:00:00,REZ,3636,Short,-0.005984,-0.0002883475
1/12/2026 - 06:00:00,TURBO,5084,Short,-0.000078,-0.0000079948
1/12/2026 - 06:00:00,HMSTR,134918,Short,0.000409,0.0000125
1/12/2026 - 06:00:00,XLM,133,Long,-0.000378,0.0000125
1/12/2026 - 06:00:00,ALGO,240,Long,-0.000402,0.0000125
1/12/2026 - 06:00:00,ME,140.2,Short,0.000374,0.0000125
1/12/2026 - 06:00:00,MOVE,1395,Short,-0.001415,-0.0000293427
1/12/2026 - 06:00:00,AIXBT,1051,Short,0.000499,0.0000125
1/12/2026 - 06:00:00,IP,22.1,Short,-0.016608,-0.0003036649
1/12/2026 - 06:00:00,PAXG,0.003,Long,-0.000171,0.0000125
1/12/2026 - 06:00:00,AVNT,117,Short,-0.020926,-0.0005674361
1/12/2026 - 06:00:00,ZEC,0.18,Short,0.000928,0.0000125
1/12/2026 - 07:00:00,BTC,0.00082,Long,-0.000944,0.0000125
1/12/2026 - 07:00:00,ETH,0.0066,Long,-0.00026,0.0000125
1/12/2026 - 07:00:00,ATOM,35.16,Long,-0.001153,0.0000125
1/12/2026 - 07:00:00,SOL,0.32,Long,0.000058,-0.0000012874
1/12/2026 - 07:00:00,AVAX,0.83,Long,-0.000145,0.0000125
1/12/2026 - 07:00:00,BNB,0.072,Long,-0.000817,0.0000125
1/12/2026 - 07:00:00,XRP,16,Long,-0.000416,0.0000125
1/12/2026 - 07:00:00,BCH,0.033,Long,-0.000265,0.0000125
1/12/2026 - 07:00:00,YGG,152,Short,0.00013,0.0000125
1/12/2026 - 07:00:00,TRX,174,Long,0.000464,-0.0000089372
1/12/2026 - 07:00:00,BANANA,2.9,Short,0.000264,0.0000125
1/12/2026 - 07:00:00,ARK,35,Long,-0.000123,0.0000125
1/12/2026 - 07:00:00,TON,37.8,Long,-0.000832,0.0000125
1/12/2026 - 07:00:00,POLYX,176,Short,-0.003216,-0.0002851095
1/12/2026 - 07:00:00,GMT,1342,Short,-0.007277,-0.0002819969
1/12/2026 - 07:00:00,USTC,4395,Short,-0.005018,-0.0001607861
1/12/2026 - 07:00:00,CAKE,10.1,Long,-0.000251,0.0000125
1/12/2026 - 07:00:00,ETC,0.83,Long,-0.000125,0.0000120296
1/12/2026 - 07:00:00,MAVIA,194,Short,0.000825,0.0000663882
1/12/2026 - 07:00:00,STRK,491.7,Short,0.000511,0.0000125
1/12/2026 - 07:00:00,TNSR,258.3,Short,0.000232,0.0000125
1/12/2026 - 07:00:00,MERL,203,Short,0.000652,0.0000125
1/12/2026 - 07:00:00,EIGEN,27.48,Short,0.000144,0.0000125
1/12/2026 - 07:00:00,REZ,3636,Short,-0.007468,-0.0003499029
1/12/2026 - 07:00:00,TURBO,5084,Short,-0.000025,-0.0000025519
1/12/2026 - 07:00:00,HMSTR,134918,Short,0.000408,0.0000125
1/12/2026 - 07:00:00,XLM,133,Long,-0.000376,0.0000125
1/12/2026 - 07:00:00,ALGO,240,Long,-0.000401,0.0000125
1/12/2026 - 07:00:00,ME,140.2,Short,0.000374,0.0000125
1/12/2026 - 07:00:00,MOVE,1395,Short,-0.004691,-0.0000973495
1/12/2026 - 07:00:00,AIXBT,1051,Short,0.000224,0.000005619
1/12/2026 - 07:00:00,IP,22.1,Short,-0.02278,-0.0004115669
1/12/2026 - 07:00:00,PAXG,0.003,Long,-0.000171,0.0000125
1/12/2026 - 07:00:00,AVNT,117,Short,-0.018015,-0.0004890451
1/12/2026 - 07:00:00,ZEC,0.18,Short,0.000933,0.0000125
1/12/2026 - 08:00:00,BTC,0.00082,Long,-0.000941,0.0000125
1/12/2026 - 08:00:00,ETH,0.0066,Long,-0.00026,0.0000125
1/12/2026 - 08:00:00,ATOM,35.16,Long,0.000069,-7.532e-7
1/12/2026 - 08:00:00,SOL,0.32,Long,-0.000568,0.0000125
1/12/2026 - 08:00:00,AVAX,0.83,Long,-0.000144,0.0000125
1/12/2026 - 08:00:00,BNB,0.072,Long,-0.000816,0.0000125
1/12/2026 - 08:00:00,XRP,16,Long,-0.000414,0.0000125
1/12/2026 - 08:00:00,BCH,0.033,Long,-0.00026,0.0000125
1/12/2026 - 08:00:00,YGG,152,Short,0.000129,0.0000125
1/12/2026 - 08:00:00,TRX,174,Long,0.000535,-0.0000103235
1/12/2026 - 08:00:00,BANANA,2.9,Short,0.000262,0.0000125
1/12/2026 - 08:00:00,ARK,35,Long,-0.000122,0.0000125
1/12/2026 - 08:00:00,TON,37.8,Long,-0.000826,0.0000125
1/12/2026 - 08:00:00,POLYX,176,Short,-0.001508,-0.0001343676
1/12/2026 - 08:00:00,GMT,1342,Short,-0.004964,-0.0001945328
1/12/2026 - 08:00:00,USTC,4395,Short,-0.000451,-0.0000145908
1/12/2026 - 08:00:00,CAKE,10.1,Long,-0.00025,0.0000125
1/12/2026 - 08:00:00,ETC,0.83,Long,-0.000063,0.0000060973
1/12/2026 - 08:00:00,MAVIA,194,Short,0.000723,0.0000584264
1/12/2026 - 08:00:00,STRK,491.7,Short,0.000506,0.0000125
1/12/2026 - 08:00:00,TNSR,258.3,Short,0.00023,0.0000125
1/12/2026 - 08:00:00,MERL,203,Short,0.000647,0.0000125
1/12/2026 - 08:00:00,EIGEN,27.48,Short,0.000143,0.0000125
1/12/2026 - 08:00:00,REZ,3636,Short,-0.015223,-0.0006788145
1/12/2026 - 08:00:00,TURBO,5084,Short,0.000121,0.0000125
1/12/2026 - 08:00:00,HMSTR,134918,Short,0.000404,0.0000125
1/12/2026 - 08:00:00,XLM,133,Long,-0.000332,0.0000110609
1/12/2026 - 08:00:00,ALGO,240,Long,-0.000399,0.0000125
1/12/2026 - 08:00:00,ME,140.2,Short,0.000372,0.0000125
1/12/2026 - 08:00:00,MOVE,1395,Short,-0.005435,-0.0001137569
1/12/2026 - 08:00:00,AIXBT,1051,Short,0.000494,0.0000125
1/12/2026 - 08:00:00,IP,22.1,Short,-0.021334,-0.0003728737
1/12/2026 - 08:00:00,PAXG,0.003,Long,-0.000171,0.0000125
1/12/2026 - 08:00:00,AVNT,117,Short,-0.017335,-0.0004738942
1/12/2026 - 08:00:00,ZEC,0.18,Short,0.000922,0.0000125
1/12/2026 - 09:00:00,BTC,0.00082,Long,-0.000937,0.0000125
1/12/2026 - 09:00:00,ETH,0.0066,Long,-0.000258,0.0000125
1/12/2026 - 09:00:00,ATOM,35.16,Long,-0.000904,0.0000098967
1/12/2026 - 09:00:00,SOL,0.32,Long,-0.000565,0.0000125
1/12/2026 - 09:00:00,AVAX,0.83,Long,-0.000119,0.0000105031
1/12/2026 - 09:00:00,BNB,0.072,Long,-0.000814,0.0000125
1/12/2026 - 09:00:00,XRP,16,Long,-0.00041,0.0000125
1/12/2026 - 09:00:00,BCH,0.033,Long,-0.000106,0.0000052226
1/12/2026 - 09:00:00,YGG,152,Short,0.000128,0.0000125
1/12/2026 - 09:00:00,TRX,174,Long,0.00044,-0.0000085086
1/12/2026 - 09:00:00,BANANA,2.9,Short,0.00026,0.0000125
1/12/2026 - 09:00:00,ARK,35,Long,-0.000122,0.0000125
1/12/2026 - 09:00:00,TON,37.8,Long,-0.000821,0.0000125
1/12/2026 - 09:00:00,POLYX,176,Short,-0.003356,-0.0002976213
1/12/2026 - 09:00:00,GMT,1342,Short,-0.003737,-0.0001483727
1/12/2026 - 09:00:00,USTC,4395,Short,0.000382,0.0000125
1/12/2026 - 09:00:00,CAKE,10.1,Long,-0.000248,0.0000125
1/12/2026 - 09:00:00,ETC,0.83,Long,-0.000128,0.0000125
1/12/2026 - 09:00:00,MAVIA,194,Short,0.000666,0.0000547013
1/12/2026 - 09:00:00,STRK,491.7,Short,0.000502,0.0000125
1/12/2026 - 09:00:00,TNSR,258.3,Short,0.000228,0.0000125
1/12/2026 - 09:00:00,MERL,203,Short,0.000659,0.0000125
1/12/2026 - 09:00:00,EIGEN,27.48,Short,-0.00001,-9.598e-7
1/12/2026 - 09:00:00,REZ,3636,Short,-0.012565,-0.0005703669
1/12/2026 - 09:00:00,TURBO,5084,Short,-0.000153,-0.0000160814
1/12/2026 - 09:00:00,HMSTR,134918,Short,0.000401,0.0000125
1/12/2026 - 09:00:00,XLM,133,Long,-0.00037,0.0000125
1/12/2026 - 09:00:00,ALGO,240,Long,-0.000396,0.0000125
1/12/2026 - 09:00:00,ME,140.2,Short,0.000366,0.0000125
1/12/2026 - 09:00:00,MOVE,1395,Short,-0.003623,-0.0000765154
1/12/2026 - 09:00:00,AIXBT,1051,Short,0.000485,0.0000125
1/12/2026 - 09:00:00,IP,22.1,Short,-0.025869,-0.0004537937
1/12/2026 - 09:00:00,PAXG,0.003,Long,-0.000172,0.0000125
1/12/2026 - 09:00:00,AVNT,117,Short,-0.015127,-0.0004177523
1/12/2026 - 09:00:00,ZEC,0.18,Short,0.000909,0.0000125
1/12/2026 - 10:00:00,BTC,0.00082,Long,-0.00093,0.0000125
1/12/2026 - 10:00:00,ETH,0.0066,Long,-0.000257,0.0000125
1/12/2026 - 10:00:00,ATOM,35.16,Long,0.001659,-0.0000182803
1/12/2026 - 10:00:00,SOL,0.32,Long,-0.00056,0.0000125
1/12/2026 - 10:00:00,AVAX,0.83,Long,0.000103,-0.0000091397
1/12/2026 - 10:00:00,BNB,0.072,Long,-0.000812,0.0000125
1/12/2026 - 10:00:00,XRP,16,Long,-0.00041,0.0000125
1/12/2026 - 10:00:00,BCH,0.033,Long,0.000056,-0.000002745
1/12/2026 - 10:00:00,YGG,152,Short,0.000127,0.0000125
1/12/2026 - 10:00:00,TRX,174,Long,-0.000331,0.0000063847
1/12/2026 - 10:00:00,BANANA,2.9,Short,0.00026,0.0000125
1/12/2026 - 10:00:00,ARK,35,Long,-0.000121,0.0000125
1/12/2026 - 10:00:00,TON,37.8,Long,-0.000823,0.0000125
1/12/2026 - 10:00:00,POLYX,176,Short,-0.003459,-0.0003090779
1/12/2026 - 10:00:00,GMT,1342,Short,-0.004834,-0.0001900946
1/12/2026 - 10:00:00,USTC,4395,Short,0.00038,0.0000125
1/12/2026 - 10:00:00,CAKE,10.1,Long,-0.000247,0.0000125
1/12/2026 - 10:00:00,ETC,0.83,Long,0.000103,-0.0000100867
1/12/2026 - 10:00:00,MAVIA,194,Short,0.00015,0.0000125
1/12/2026 - 10:00:00,STRK,491.7,Short,0.0005,0.0000125
1/12/2026 - 10:00:00,TNSR,258.3,Short,0.000028,0.0000015626
1/12/2026 - 10:00:00,MERL,203,Short,0.000654,0.0000125
1/12/2026 - 10:00:00,EIGEN,27.48,Short,-0.000209,-0.0000187984
1/12/2026 - 10:00:00,REZ,3636,Short,-0.003035,-0.0001434248
1/12/2026 - 10:00:00,TURBO,5084,Short,-0.000113,-0.0000119088
1/12/2026 - 10:00:00,HMSTR,134918,Short,0.000399,0.0000125
1/12/2026 - 10:00:00,XLM,133,Long,-0.000025,8.777e-7
1/12/2026 - 10:00:00,ALGO,240,Long,-0.000394,0.0000125
1/12/2026 - 10:00:00,ME,140.2,Short,0.000361,0.0000125
1/12/2026 - 10:00:00,MOVE,1395,Short,-0.002829,-0.0000601917
1/12/2026 - 10:00:00,AIXBT,1051,Short,0.00048,0.0000125
1/12/2026 - 10:00:00,IP,22.1,Short,-0.009686,-0.0001756033
1/12/2026 - 10:00:00,PAXG,0.003,Long,-0.000172,0.0000125
1/12/2026 - 10:00:00,AVNT,117,Short,-0.01106,-0.0003087238
1/12/2026 - 10:00:00,ZEC,0.18,Short,0.000907,0.0000125
1/12/2026 - 11:00:00,BTC,0.00082,Long,-0.000929,0.0000125
1/12/2026 - 11:00:00,ETH,0.0066,Long,-0.000257,0.0000125
1/12/2026 - 11:00:00,ATOM,35.16,Long,0.001797,-0.0000199073
1/12/2026 - 11:00:00,SOL,0.32,Long,0.000399,-0.0000089528
1/12/2026 - 11:00:00,AVAX,0.83,Long,0.000351,-0.0000311169
1/12/2026 - 11:00:00,BNB,0.072,Long,-0.00081,0.0000125
1/12/2026 - 11:00:00,XRP,16,Long,-0.000408,0.0000125
1/12/2026 - 11:00:00,BCH,0.033,Long,0.000063,-0.0000030752
1/12/2026 - 11:00:00,YGG,152,Short,0.000006,6.128e-7
1/12/2026 - 11:00:00,TRX,174,Long,-0.000361,0.0000069747
1/12/2026 - 11:00:00,BANANA,2.9,Short,0.000262,0.0000125
1/12/2026 - 11:00:00,ARK,35,Long,-0.000121,0.0000125
1/12/2026 - 11:00:00,TON,37.8,Long,-0.000823,0.0000125
1/12/2026 - 11:00:00,POLYX,176,Short,-0.001106,-0.0000997605
1/12/2026 - 11:00:00,GMT,1342,Short,-0.005546,-0.0002190437
1/12/2026 - 11:00:00,USTC,4395,Short,0.000326,0.0000107371
1/12/2026 - 11:00:00,CAKE,10.1,Long,-0.000245,0.0000125
1/12/2026 - 11:00:00,ETC,0.83,Long,0.000389,-0.0000381006
1/12/2026 - 11:00:00,MAVIA,194,Short,0.000151,0.0000125
1/12/2026 - 11:00:00,STRK,491.7,Short,0.000499,0.0000125
1/12/2026 - 11:00:00,TNSR,258.3,Short,0.000097,0.0000054419
1/12/2026 - 11:00:00,MERL,203,Short,0.000653,0.0000125
1/12/2026 - 11:00:00,EIGEN,27.48,Short,-0.000196,-0.0000176134
1/12/2026 - 11:00:00,REZ,3636,Short,-0.007149,-0.0003346511
1/12/2026 - 11:00:00,TURBO,5084,Short,-0.000175,-0.000018492
1/12/2026 - 11:00:00,HMSTR,134918,Short,0.000398,0.0000125
1/12/2026 - 11:00:00,XLM,133,Long,0.000593,-0.0000202941
1/12/2026 - 11:00:00,ALGO,240,Long,-0.000393,0.0000125
1/12/2026 - 11:00:00,ME,140.2,Short,0.000359,0.0000125
1/12/2026 - 11:00:00,MOVE,1395,Short,-0.00325,-0.0000694165
1/12/2026 - 11:00:00,AIXBT,1051,Short,0.000479,0.0000125
1/12/2026 - 11:00:00,IP,22.1,Short,-0.01476,-0.0002622913
1/12/2026 - 11:00:00,PAXG,0.003,Long,-0.000172,0.0000125
1/12/2026 - 11:00:00,AVNT,117,Short,-0.009078,-0.0002533821
1/12/2026 - 11:00:00,ZEC,0.18,Short,-0.001266,-0.0000177466
1/12/2026 - 12:00:00,BTC,0.00082,Long,-0.000926,0.0000125
1/12/2026 - 12:00:00,ETH,0.0066,Long,-0.000256,0.0000125
1/12/2026 - 12:00:00,ATOM,35.16,Long,0.002374,-0.0000262358
1/12/2026 - 12:00:00,SOL,0.32,Long,0.000342,-0.0000076803
1/12/2026 - 12:00:00,AVAX,0.83,Long,0.000388,-0.0000344731
1/12/2026 - 12:00:00,BNB,0.072,Long,-0.000809,0.0000125
1/12/2026 - 12:00:00,XRP,16,Long,-0.000407,0.0000125
1/12/2026 - 12:00:00,BCH,0.033,Long,0.000251,-0.0000121995
1/12/2026 - 12:00:00,YGG,152,Short,0.000126,0.0000125
1/12/2026 - 12:00:00,TRX,174,Long,-0.00053,0.0000102348
1/12/2026 - 12:00:00,BANANA,2.9,Short,0.000261,0.0000125
1/12/2026 - 12:00:00,ARK,35,Long,-0.00012,0.0000125
1/12/2026 - 12:00:00,TON,37.8,Long,-0.00082,0.0000125
1/12/2026 - 12:00:00,POLYX,176,Short,-0.001263,-0.0001139824
1/12/2026 - 12:00:00,GMT,1342,Short,-0.00573,-0.0002267911
1/12/2026 - 12:00:00,USTC,4395,Short,0.000371,0.0000122646
1/12/2026 - 12:00:00,CAKE,10.1,Long,-0.000244,0.0000125
1/12/2026 - 12:00:00,ETC,0.83,Long,0.000353,-0.0000347059
1/12/2026 - 12:00:00,MAVIA,194,Short,0.000471,0.0000397554
1/12/2026 - 12:00:00,STRK,491.7,Short,0.000499,0.0000125
1/12/2026 - 12:00:00,TNSR,258.3,Short,0.000225,0.0000125
1/12/2026 - 12:00:00,MERL,203,Short,0.000651,0.0000125
1/12/2026 - 12:00:00,EIGEN,27.48,Short,0.000138,0.0000125
1/12/2026 - 12:00:00,REZ,3636,Short,-0.002348,-0.0001082069
1/12/2026 - 12:00:00,TURBO,5084,Short,-0.000123,-0.0000130623
1/12/2026 - 12:00:00,HMSTR,134918,Short,0.000396,0.0000125
1/12/2026 - 12:00:00,XLM,133,Long,0.000249,-0.0000085615
1/12/2026 - 12:00:00,ALGO,240,Long,-0.00039,0.0000125
1/12/2026 - 12:00:00,ME,140.2,Short,0.000357,0.0000125
1/12/2026 - 12:00:00,MOVE,1395,Short,-0.003759,-0.0000804312
1/12/2026 - 12:00:00,AIXBT,1051,Short,0.000174,0.0000045582
1/12/2026 - 12:00:00,IP,22.1,Short,-0.013674,-0.0002418506
1/12/2026 - 12:00:00,PAXG,0.003,Long,-0.000172,0.0000125
1/12/2026 - 12:00:00,AVNT,117,Short,-0.008418,-0.0002361577
1/12/2026 - 12:00:00,ZEC,0.18,Short,-0.001035,-0.000014401
1/12/2026 - 13:00:00,BTC,0.00082,Long,-0.000928,0.0000125
1/12/2026 - 13:00:00,ETH,0.0066,Long,-0.000257,0.0000125
1/12/2026 - 13:00:00,ATOM,35.16,Long,0.001389,-0.0000153984
1/12/2026 - 13:00:00,SOL,0.32,Long,0.000278,-0.0000062066
1/12/2026 - 13:00:00,AVAX,0.83,Long,0.000423,-0.0000373565
1/12/2026 - 13:00:00,BNB,0.072,Long,-0.000811,0.0000125
1/12/2026 - 13:00:00,XRP,16,Long,-0.000409,0.0000125
1/12/2026 - 13:00:00,BCH,0.033,Long,0.000513,-0.000024818
1/12/2026 - 13:00:00,YGG,152,Short,0.000127,0.0000125
1/12/2026 - 13:00:00,TRX,174,Long,-0.000223,0.0000043174
1/12/2026 - 13:00:00,BANANA,2.9,Short,0.000263,0.0000125
1/12/2026 - 13:00:00,ARK,35,Long,-0.000121,0.0000125
1/12/2026 - 13:00:00,TON,37.8,Long,0.000638,-0.0000097845
1/12/2026 - 13:00:00,POLYX,176,Short,-0.001315,-0.0001175434
1/12/2026 - 13:00:00,GMT,1342,Short,-0.005789,-0.0002221219
1/12/2026 - 13:00:00,USTC,4395,Short,-0.003459,-0.0001134068
1/12/2026 - 13:00:00,CAKE,10.1,Long,0.000118,-0.000006042
1/12/2026 - 13:00:00,ETC,0.83,Long,0.000581,-0.0000568359
1/12/2026 - 13:00:00,MAVIA,194,Short,0.000979,0.0000823446
1/12/2026 - 13:00:00,STRK,491.7,Short,0.000501,0.0000125
1/12/2026 - 13:00:00,TNSR,258.3,Short,-0.001044,-0.0000577755
1/12/2026 - 13:00:00,MERL,203,Short,0.000635,0.0000125
1/12/2026 - 13:00:00,EIGEN,27.48,Short,-0.000039,-0.0000035187
1/12/2026 - 13:00:00,REZ,3636,Short,-0.005529,-0.0002560171
1/12/2026 - 13:00:00,TURBO,5084,Short,-0.000443,-0.0000466702
1/12/2026 - 13:00:00,HMSTR,134918,Short,0.000399,0.0000125
1/12/2026 - 13:00:00,XLM,133,Long,0.001091,-0.0000373457
1/12/2026 - 13:00:00,ALGO,240,Long,-0.00039,0.0000125
1/12/2026 - 13:00:00,ME,140.2,Short,0.00036,0.0000125
1/12/2026 - 13:00:00,MOVE,1395,Short,-0.002316,-0.0000493553
1/12/2026 - 13:00:00,AIXBT,1051,Short,0.000396,0.0000103246
1/12/2026 - 13:00:00,IP,22.1,Short,-0.01467,-0.0002567017
1/12/2026 - 13:00:00,PAXG,0.003,Long,-0.000172,0.0000125
1/12/2026 - 13:00:00,AVNT,117,Short,-0.005628,-0.000158116
1/12/2026 - 13:00:00,ZEC,0.18,Short,-0.000633,-0.0000087413
1/12/2026 - 14:00:00,BTC,0.00082,Long,-0.00093,0.0000125
1/12/2026 - 14:00:00,ETH,0.0066,Long,-0.000257,0.0000125
1/12/2026 - 14:00:00,ATOM,35.16,Long,0.004206,-0.0000461798
1/12/2026 - 14:00:00,SOL,0.32,Long,0.000525,-0.0000117553
1/12/2026 - 14:00:00,AVAX,0.83,Long,0.000309,-0.0000273135
1/12/2026 - 14:00:00,BNB,0.072,Long,-0.000811,0.0000125
1/12/2026 - 14:00:00,XRP,16,Long,-0.000409,0.0000125
1/12/2026 - 14:00:00,BCH,0.033,Long,0.000574,-0.0000278109
1/12/2026 - 14:00:00,YGG,152,Short,0.000126,0.0000125
1/12/2026 - 14:00:00,TRX,174,Long,-0.00019,0.0000036654
1/12/2026 - 14:00:00,BANANA,2.9,Short,0.000261,0.0000125
1/12/2026 - 14:00:00,ARK,35,Long,-0.00012,0.0000125
1/12/2026 - 14:00:00,TON,37.8,Long,-0.000813,0.0000125
1/12/2026 - 14:00:00,POLYX,176,Short,-0.001253,-0.0001126733
1/12/2026 - 14:00:00,GMT,1342,Short,-0.020597,-0.0007573324
1/12/2026 - 14:00:00,USTC,4395,Short,-0.002898,-0.0000952193
1/12/2026 - 14:00:00,CAKE,10.1,Long,0.000163,-0.0000083359
1/12/2026 - 14:00:00,ETC,0.83,Long,0.000136,-0.0000134201
1/12/2026 - 14:00:00,MAVIA,194,Short,0.000977,0.0000823319
1/12/2026 - 14:00:00,STRK,491.7,Short,0.000499,0.0000125
1/12/2026 - 14:00:00,TNSR,258.3,Short,-0.001725,-0.0000953911
1/12/2026 - 14:00:00,MERL,203,Short,0.00064,0.0000125
1/12/2026 - 14:00:00,EIGEN,27.48,Short,0.000139,0.0000125
1/12/2026 - 14:00:00,REZ,3636,Short,-0.003215,-0.000149129
1/12/2026 - 14:00:00,TURBO,5084,Short,-0.000199,-0.0000210928
1/12/2026 - 14:00:00,HMSTR,134918,Short,0.000401,0.0000125
1/12/2026 - 14:00:00,XLM,133,Long,0.000552,-0.0000190134
1/12/2026 - 14:00:00,ALGO,240,Long,-0.000387,0.0000125
1/12/2026 - 14:00:00,ME,140.2,Short,0.000358,0.0000125
1/12/2026 - 14:00:00,MOVE,1395,Short,-0.003671,-0.0000786747
1/12/2026 - 14:00:00,AIXBT,1051,Short,0.000477,0.0000125
1/12/2026 - 14:00:00,IP,22.1,Short,-0.015513,-0.0002690641
1/12/2026 - 14:00:00,PAXG,0.003,Long,-0.000172,0.0000125
1/12/2026 - 14:00:00,AVNT,117,Short,-0.008726,-0.0002441297
1/12/2026 - 14:00:00,ZEC,0.18,Short,-0.000621,-0.0000085431
1/12/2026 - 15:00:00,BTC,0.00082,Long,-0.000928,0.0000125
1/12/2026 - 15:00:00,ETH,0.0066,Long,-0.000256,0.0000125
1/12/2026 - 15:00:00,ATOM,35.16,Long,-0.000604,0.0000067216
1/12/2026 - 15:00:00,SOL,0.32,Long,0.000335,-0.0000074922
1/12/2026 - 15:00:00,AVAX,0.83,Long,0.000422,-0.0000374915
1/12/2026 - 15:00:00,BNB,0.072,Long,-0.00081,0.0000125
1/12/2026 - 15:00:00,XRP,16,Long,-0.00041,0.0000125
1/12/2026 - 15:00:00,BCH,0.033,Long,0.000574,-0.0000278532
1/12/2026 - 15:00:00,YGG,152,Short,0.000122,0.0000125
1/12/2026 - 15:00:00,TRX,174,Long,-0.000073,0.000001413
1/12/2026 - 15:00:00,BANANA,2.9,Short,0.000262,0.0000125
1/12/2026 - 15:00:00,ARK,35,Long,-0.000119,0.0000125
1/12/2026 - 15:00:00,TON,37.8,Long,-0.000811,0.0000125
1/12/2026 - 15:00:00,POLYX,176,Short,-0.002294,-0.0002082388
1/12/2026 - 15:00:00,GMT,1342,Short,-0.012806,-0.0004876084
1/12/2026 - 15:00:00,USTC,4395,Short,-0.0004,-0.0000132738
1/12/2026 - 15:00:00,CAKE,10.1,Long,-0.000244,0.0000125
1/12/2026 - 15:00:00,ETC,0.83,Long,0.000292,-0.0000289686
1/12/2026 - 15:00:00,MAVIA,194,Short,0.000554,0.0000469936
1/12/2026 - 15:00:00,STRK,491.7,Short,0.000495,0.0000125
1/12/2026 - 15:00:00,TNSR,258.3,Short,-0.001326,-0.0000746197
1/12/2026 - 15:00:00,MERL,203,Short,0.000642,0.0000125
1/12/2026 - 15:00:00,EIGEN,27.48,Short,-0.000027,-0.000002529
1/12/2026 - 15:00:00,REZ,3636,Short,-0.000343,-0.0000162535
1/12/2026 - 15:00:00,TURBO,5084,Short,0.000076,0.00000818
1/12/2026 - 15:00:00,HMSTR,134918,Short,0.000387,0.0000125
1/12/2026 - 15:00:00,XLM,133,Long,0.000968,-0.0000333797
1/12/2026 - 15:00:00,ALGO,240,Long,-0.000385,0.0000125
1/12/2026 - 15:00:00,ME,140.2,Short,0.000354,0.0000125
1/12/2026 - 15:00:00,MOVE,1395,Short,-0.004373,-0.0000944881
1/12/2026 - 15:00:00,AIXBT,1051,Short,0.000471,0.0000125
1/12/2026 - 15:00:00,IP,22.1,Short,-0.016665,-0.0002829606
1/12/2026 - 15:00:00,PAXG,0.003,Long,-0.000173,0.0000125
1/12/2026 - 15:00:00,AVNT,117,Short,-0.006072,-0.0001714199
1/12/2026 - 15:00:00,ZEC,0.18,Short,-0.000599,-0.0000083701
1/12/2026 - 16:00:00,BTC,0.00082,Long,-0.000931,0.0000125
1/12/2026 - 16:00:00,ETH,0.0066,Long,-0.000256,0.0000125
1/12/2026 - 16:00:00,ATOM,35.16,Long,0.006121,-0.0000676353
1/12/2026 - 16:00:00,SOL,0.32,Long,-0.000072,0.0000016029
1/12/2026 - 16:00:00,AVAX,0.83,Long,0.000334,-0.0000295878
1/12/2026 - 16:00:00,BNB,0.072,Long,-0.000809,0.0000125
1/12/2026 - 16:00:00,XRP,16,Long,-0.000399,0.0000120425
