time,coin,sz,side,payment,rate
12/22/2025 - 01:00:00,AIXBT,342,Short,0.000125,0.0000125
12/22/2025 - 01:00:00,BNB,0.012,Long,-0.000308,0.0000059946
12/22/2025 - 01:00:00,BTC,0.00012,Long,0.000044,-7.335e-7
12/22/2025 - 01:00:00,ICP,3.3,Short,0.000629,0.0000125
12/22/2025 - 01:00:00,JTO,28,Short,-0.000375,-0.0000372466
12/22/2025 - 01:00:00,ME,45.8,Short,-0.002412,-0.0000490098
12/22/2025 - 01:00:00,TNSR,117.6833333333,Short,-0.00181,-0.000030642
12/22/2025 - 01:00:00,TRX,35.8333333333,Long,-0.000745,0.0000122329
12/22/2025 - 01:00:00,XRP,6,Long,-0.000144,0.0000125
12/23/2025 - 01:00:00,AVAX,0.83,Long,-0.000255,0.0000050492
12/23/2025 - 01:00:00,BNB,0.0125,Long,0.000618,-0.0000024688
12/23/2025 - 01:00:00,BTC,0.000125,Long,-0.001879,0.0000071964
12/23/2025 - 01:00:00,ETC,0.83,Long,0.000185,-0.0000037195
12/23/2025 - 01:00:00,ETH,0.0035,Long,-0.000231,0.0000112804
12/23/2025 - 01:00:00,HMSTR,48310,Short,-0.000641,-0.0000127294
12/23/2025 - 01:00:00,ICP,3.4416666667,Short,0.003088,0.0000125
12/23/2025 - 01:00:00,ME,58.2583333333,Short,-0.010607,-0.0000380391
12/23/2025 - 01:00:00,TNSR,148.125,Short,-0.021699,-0.0000749329
12/23/2025 - 01:00:00,TRX,37.5,Long,-0.001709,0.0000067004
12/23/2025 - 01:00:00,XLM,47,Long,-0.000635,0.0000125
12/24/2025 - 01:00:00,ATOM,5.15,Long,-0.00063,0.0000125
12/24/2025 - 01:00:00,AVAX,0.83,Long,0.000853,-0.0000036018
12/24/2025 - 01:00:00,BNB,0.012,Long,0.001118,-0.0000046532
12/24/2025 - 01:00:00,BTC,0.000145,Long,-0.00369,0.0000121729
12/24/2025 - 01:00:00,ETC,0.83,Long,0.004517,-0.000019047
12/24/2025 - 01:00:00,HMSTR,48310,Short,-0.011086,-0.0000467579
12/24/2025 - 01:00:00,ICP,3.3,Short,0.002853,0.0000121176
12/24/2025 - 01:00:00,ME,106.0583333333,Short,0.003195,0.0000063254
12/24/2025 - 01:00:00,TNSR,264.5541666667,Short,-0.036471,-0.0000724376
12/24/2025 - 01:00:00,TON,6.8,Long,-0.000631,0.0000125
12/24/2025 - 01:00:00,TRX,36,Long,-0.002148,0.0000088341
12/24/2025 - 01:00:00,XLM,47,Long,-0.001227,0.000005101
12/24/2025 - 01:00:00,ZEC,0.03,Short,0.000842,0.0000126403
12/25/2025 - 01:00:00,ATOM,5.15,Long,-0.002733,0.0000111105
12/25/2025 - 01:00:00,AVAX,0.83,Long,-0.003042,0.0000125
12/25/2025 - 01:00:00,BNB,0.0145,Long,0.000208,-7.283e-7
12/25/2025 - 01:00:00,BTC,0.000265,Long,-0.00697,0.0000125
12/25/2025 - 01:00:00,ETC,0.83,Long,0.003527,-0.000014818
12/25/2025 - 01:00:00,HMSTR,48310,Short,-0.000145,-5.603e-7
12/25/2025 - 01:00:00,ICP,3.3,Short,0.003016,0.0000125
12/25/2025 - 01:00:00,ME,155.8833333333,Short,-0.016605,-0.0000214645
12/25/2025 - 01:00:00,MOVE,264,Short,-0.016874,-0.0003345958
12/25/2025 - 01:00:00,TNSR,364.7,Short,-0.154165,-0.0001990714
12/25/2025 - 01:00:00,TON,8.1958333333,Long,-0.003704,0.0000125
12/25/2025 - 01:00:00,TRX,36,Long,-0.000193,7.924e-7
12/25/2025 - 01:00:00,XLM,47,Long,-0.001712,0.0000071439
12/25/2025 - 01:00:00,YGG,152,Short,0.000383,0.0000077038
12/25/2025 - 01:00:00,ZEC,0.03,Short,0.006276,0.0000196174
12/26/2025 - 01:00:00,ATOM,5.15,Long,-0.002799,0.0000112069
12/26/2025 - 01:00:00,AVAX,0.83,Long,-0.00126,0.0000050324
12/26/2025 - 01:00:00,BCH,0.017,Long,-0.000231,0.0000046067
12/26/2025 - 01:00:00,BNB,0.024,Long,0.000705,-0.0000015043
12/26/2025 - 01:00:00,BTC,0.000385,Long,-0.009355,0.0000115201
12/26/2025 - 01:00:00,ETC,0.83,Long,0.007932,-0.0000338548
12/26/2025 - 01:00:00,HMSTR,48310,Short,-0.078383,-0.0002808884
12/26/2025 - 01:00:00,ICP,3.3,Short,0.002968,0.0000125
12/26/2025 - 01:00:00,IP,7,Short,-0.000255,-0.0000050338
12/26/2025 - 01:00:00,ME,204.6375,Short,-0.00913,-0.0000091822
12/26/2025 - 01:00:00,MOVE,324,Short,-0.03923,-0.0001424469
12/26/2025 - 01:00:00,TNSR,364.7,Short,-0.360178,-0.0004866188
12/26/2025 - 01:00:00,TON,14.875,Long,-0.0068,0.0000125
12/26/2025 - 01:00:00,TRX,36,Long,0.000194,-8.181e-7
12/26/2025 - 01:00:00,XLM,47,Long,0.00226,-0.0000094514
12/26/2025 - 01:00:00,YGG,152,Short,-0.005978,-0.0000247916
12/26/2025 - 01:00:00,ZEC,0.03,Short,0.008717,0.0000272695
12/27/2025 - 01:00:00,ALGO,85,Long,-0.000627,0.0000125
12/27/2025 - 01:00:00,ATOM,6.16875,Long,-0.003275,0.0000108395
12/27/2025 - 01:00:00,AVAX,0.83,Long,-0.003094,0.0000125
12/27/2025 - 01:00:00,BANANA,1.4,Short,-0.001505,-0.0000297194
12/27/2025 - 01:00:00,BCH,0.017,Long,-0.002796,0.000011262
12/27/2025 - 01:00:00,BNB,0.024,Long,-0.002994,0.0000061908
12/27/2025 - 01:00:00,BTC,0.000505,Long,-0.013246,0.0000125
12/27/2025 - 01:00:00,ETC,0.83,Long,0.006013,-0.0000257489
12/27/2025 - 01:00:00,HMSTR,57779.7916666667,Short,-0.012802,-0.0000405591
12/27/2025 - 01:00:00,ICP,3.3,Short,0.002997,0.0000125
12/27/2025 - 01:00:00,IP,7,Short,-0.021698,-0.0000855896
12/27/2025 - 01:00:00,ME,244.3,Short,-0.092017,-0.0000753999
12/27/2025 - 01:00:00,MOVE,610.9583333333,Short,-0.126475,-0.0002379374
12/27/2025 - 01:00:00,TNSR,364.7,Short,-0.142837,-0.0001955022
12/27/2025 - 01:00:00,TON,20.1,Long,-0.009482,0.0000125
12/27/2025 - 01:00:00,TRX,36,Long,-0.001224,0.0000050417
12/27/2025 - 01:00:00,XLM,47,Long,-0.000816,0.0000033629
12/27/2025 - 01:00:00,YGG,152,Short,0.000023,2.075e-7
12/27/2025 - 01:00:00,ZEC,0.03,Short,0.005278,0.0000150508
12/28/2025 - 01:00:00,ALGO,85,Long,-0.00305,0.0000125
12/28/2025 - 01:00:00,ATOM,10.04,Long,0.003498,-0.0000070069
12/28/2025 - 01:00:00,AVAX,0.83,Long,-0.002938,0.0000116435
12/28/2025 - 01:00:00,BANANA,2.025,Short,-0.02768,-0.0000800347
12/28/2025 - 01:00:00,BCH,0.023875,Long,-0.001613,0.000004528
12/28/2025 - 01:00:00,BNB,0.024,Long,-0.00612,0.0000125
12/28/2025 - 01:00:00,BTC,0.0006,Long,-0.014628,0.0000115852
12/28/2025 - 01:00:00,ETC,0.83,Long,-0.001974,0.0000081812
12/28/2025 - 01:00:00,HMSTR,93765,Short,0.006035,0.0000123024
12/28/2025 - 01:00:00,ICP,3.3,Short,0.003028,0.0000125
12/28/2025 - 01:00:00,IP,7,Short,0.001577,0.0000060378
12/28/2025 - 01:00:00,MAVIA,388.2,Short,0.001246,0.0000125
12/28/2025 - 01:00:00,ME,244.3,Short,-0.037744,-0.0000308074
12/28/2025 - 01:00:00,MOVE,951.0416666667,Short,-0.028778,-0.0000352491
12/28/2025 - 01:00:00,TNSR,364.7,Short,-0.204467,-0.0002865196
12/28/2025 - 01:00:00,TON,22.6416666667,Long,-0.011107,0.0000125
12/28/2025 - 01:00:00,TRX,51,Long,-0.004337,0.0000125
12/28/2025 - 01:00:00,XLM,47,Long,-0.001702,0.0000067763
12/28/2025 - 01:00:00,YGG,152,Short,0.0028,0.0000117336
12/28/2025 - 01:00:00,ZEC,0.03,Short,0.005505,0.0000146888
12/29/2025 - 01:00:00,ALGO,85,Long,-0.003027,0.000012467
12/29/2025 - 01:00:00,ATOM,10.04,Long,0.006026,-0.0000122787
12/29/2025 - 01:00:00,AVAX,0.83,Long,-0.002255,0.0000088543
12/29/2025 - 01:00:00,BANANA,3.5875,Short,-0.004769,-0.0000076346
12/29/2025 - 01:00:00,BCH,0.0407916667,Long,0.00003,1.3e-7
12/29/2025 - 01:00:00,BNB,0.02025,Long,-0.003264,0.0000117346
12/29/2025 - 01:00:00,BTC,0.00045,Long,-0.008007,0.0000125
12/29/2025 - 01:00:00,ETC,0.83,Long,-0.000176,6.189e-7
12/29/2025 - 01:00:00,HMSTR,93765,Short,0.005925,0.0000125
12/29/2025 - 01:00:00,ICP,3.3,Short,0.00139,0.0000125
12/29/2025 - 01:00:00,IP,7,Short,0.003337,0.0000125
12/29/2025 - 01:00:00,MAVIA,283.0083333333,Short,0.012908,0.0000348769
12/29/2025 - 01:00:00,ME,183.14375,Short,-0.004479,-0.0000072944
12/29/2025 - 01:00:00,MOVE,1299.2916666667,Short,-0.019656,-0.0000177582
12/29/2025 - 01:00:00,STRK,124,Short,0.000619,0.0000125
12/29/2025 - 01:00:00,TNSR,364.7,Short,-0.115611,-0.0003581969
12/29/2025 - 01:00:00,TON,32.3,Long,-0.015961,0.0000125
12/29/2025 - 01:00:00,TRX,85.5,Long,-0.004857,0.0000125
12/29/2025 - 01:00:00,XLM,47,Long,0.000696,-0.0000027947
12/29/2025 - 01:00:00,YGG,152,Short,0.00261,0.0000108823
12/29/2025 - 01:00:00,ZEC,0.03,Short,0.003168,0.0000083596
12/30/2025 - 01:00:00,ALGO,85,Long,-0.002956,0.0000125
12/30/2025 - 01:00:00,ATOM,10.04,Long,-0.000689,0.0000014525
12/30/2025 - 01:00:00,AVAX,0.83,Long,-0.002292,0.0000092476
12/30/2025 - 01:00:00,BANANA,2.9,Short,-0.000287,-6.338e-7
12/30/2025 - 01:00:00,BCH,0.033,Long,-0.005919,0.0000125
12/30/2025 - 01:00:00,BNB,0.0145,Long,-0.003718,0.0000125
12/30/2025 - 01:00:00,BTC,0.000145,Long,-0.003734,0.0000122446
12/30/2025 - 01:00:00,EIGEN,27.48,Short,-0.003692,-0.0000746015
12/30/2025 - 01:00:00,ETC,0.83,Long,0.001898,-0.0000079978
12/30/2025 - 01:00:00,GMT,614,Short,0.000614,0.0000125
12/30/2025 - 01:00:00,HMSTR,93765,Short,0.005863,0.0000125
12/30/2025 - 01:00:00,IP,7,Short,0.003194,0.0000125
12/30/2025 - 01:00:00,MAVIA,194,Short,0.006091,0.0000229245
12/30/2025 - 01:00:00,ME,48.6,Short,0.000115,5.036e-7
12/30/2025 - 01:00:00,MOVE,1395,Short,0.009911,0.0000085692
12/30/2025 - 01:00:00,STRK,150.25,Short,0.002617,0.0000091027
12/30/2025 - 01:00:00,TON,32.3,Long,-0.01551,0.0000125
12/30/2025 - 01:00:00,TRX,43.5,Long,-0.003718,0.0000125
12/30/2025 - 01:00:00,XLM,47,Long,0.003271,-0.0000136263
12/30/2025 - 01:00:00,YGG,152,Short,0.002368,0.0000101853
12/30/2025 - 01:00:00,ZEC,0.03,Short,0.002921,0.0000076007
12/31/2025 - 01:00:00,AIXBT,303,Short,0.000633,0.0000125
12/31/2025 - 01:00:00,ALGO,85,Long,-0.002865,0.0000125
12/31/2025 - 01:00:00,ATOM,10.04,Long,0.011942,-0.0000253949
12/31/2025 - 01:00:00,AVAX,0.83,Long,-0.002162,0.0000086694
12/31/2025 - 01:00:00,BANANA,2.9,Short,0.005765,0.0000123324
12/31/2025 - 01:00:00,BCH,0.033,Long,-0.005667,0.0000119902
12/31/2025 - 01:00:00,BNB,0.0265,Long,-0.006855,0.0000125
12/31/2025 - 01:00:00,BTC,0.000265,Long,-0.007001,0.0000125
12/31/2025 - 01:00:00,EIGEN,27.48,Short,-0.007132,-0.0000303868
12/31/2025 - 01:00:00,ETC,0.83,Long,0.006743,-0.0000291316
12/31/2025 - 01:00:00,ETH,0.0034,Long,-0.00063,0.0000125
12/31/2025 - 01:00:00,GMT,750.875,Short,0.003292,0.0000117747
12/31/2025 - 01:00:00,HMSTR,93765,Short,0.00588,0.0000125
12/31/2025 - 01:00:00,IP,7,Short,0.003469,0.0000125
12/31/2025 - 01:00:00,MAVIA,194,Short,0.016327,0.000061443
12/31/2025 - 01:00:00,ME,48.6,Short,0.002189,0.0000092968
12/31/2025 - 01:00:00,MOVE,1395,Short,0.013818,0.0000120262
12/31/2025 - 01:00:00,STRK,250,Short,0.00292,0.0000061894
12/31/2025 - 01:00:00,TNSR,130,Short,-0.002178,-0.0000431012
12/31/2025 - 01:00:00,TON,32.3,Long,-0.015791,0.0000125
12/31/2025 - 01:00:00,TRX,72,Long,-0.005538,0.0000112933
12/31/2025 - 01:00:00,XLM,47,Long,0.008484,-0.0000367926
12/31/2025 - 01:00:00,YGG,152,Short,-0.002601,-0.0000112075
12/31/2025 - 01:00:00,ZEC,0.03,Short,-0.002052,-0.0000055706
1/1/2026 - 01:00:00,AIXBT,303,Short,0.001494,0.0000063539
1/1/2026 - 01:00:00,ALGO,85,Long,-0.002881,0.0000124258
1/1/2026 - 01:00:00,ATOM,10.04,Long,0.006277,-0.000013034
1/1/2026 - 01:00:00,AVAX,0.83,Long,-0.002025,0.0000080122
1/1/2026 - 01:00:00,BANANA,2.9,Short,0.004618,0.0000096325
1/1/2026 - 01:00:00,BCH,0.033,Long,-0.004731,0.0000100578
1/1/2026 - 01:00:00,BNB,0.0385,Long,-0.000736,8.962e-7
1/1/2026 - 01:00:00,BTC,0.000385,Long,-0.010152,0.0000125
1/1/2026 - 01:00:00,CAKE,5.1,Long,-0.00063,0.0000125
1/1/2026 - 01:00:00,EIGEN,27.48,Short,0.001997,0.0000085357
1/1/2026 - 01:00:00,ETC,0.83,Long,0.004209,-0.0000183706
1/1/2026 - 01:00:00,ETH,0.0034,Long,-0.003032,0.0000125
1/1/2026 - 01:00:00,GMT,1406.625,Short,0.000567,0.0000010005
1/1/2026 - 01:00:00,HMSTR,93765,Short,0.006107,0.0000125
1/1/2026 - 01:00:00,IP,7,Short,-0.043481,-0.00012976
1/1/2026 - 01:00:00,MAVIA,194,Short,0.039511,0.0001472473
1/1/2026 - 01:00:00,ME,48.6,Short,0.002936,0.0000125
1/1/2026 - 01:00:00,MOVE,1395,Short,0.014351,0.0000125
1/1/2026 - 01:00:00,STRK,250,Short,0.005977,0.0000125
1/1/2026 - 01:00:00,TNSR,156.7291666667,Short,-0.007414,-0.0000250135
1/1/2026 - 01:00:00,TON,32.3,Long,-0.016261,0.0000125
1/1/2026 - 01:00:00,TRX,72,Long,-0.006139,0.0000125
1/1/2026 - 01:00:00,USTC,1546,Short,-0.004865,-0.0000970331
1/1/2026 - 01:00:00,XLM,47,Long,0.008262,-0.0000358259
1/1/2026 - 01:00:00,YGG,152,Short,0.00038,0.0000016866
1/1/2026 - 01:00:00,ZEC,0.03,Short,-0.016886,-0.0000450967
1/2/2026 - 01:00:00,AIXBT,303,Short,0.003585,0.0000125
1/2/2026 - 01:00:00,ALGO,101.6666666667,Long,-0.003773,0.0000125
1/2/2026 - 01:00:00,ATOM,11.015,Long,0.005944,-0.0000106417
1/2/2026 - 01:00:00,AVAX,0.83,Long,-0.003362,0.0000125
1/2/2026 - 01:00:00,AVNT,28,Short,-0.005104,-0.0001022856
1/2/2026 - 01:00:00,BANANA,2.9,Short,-0.002369,-0.0000050456
1/2/2026 - 01:00:00,BCH,0.033,Long,0.003481,-0.0000075094
1/2/2026 - 01:00:00,BNB,0.048,Long,-0.008054,0.0000079786
1/2/2026 - 01:00:00,BTC,0.000505,Long,-0.007425,0.0000068885
1/2/2026 - 01:00:00,CAKE,5.1,Long,-0.003041,0.0000125
1/2/2026 - 01:00:00,EIGEN,27.48,Short,0.003181,0.0000125
1/2/2026 - 01:00:00,ETC,0.83,Long,-0.002497,0.0000103128
1/2/2026 - 01:00:00,ETH,0.0034,Long,-0.001964,0.0000079678
1/2/2026 - 01:00:00,GMT,1922,Short,0.007834,0.0000110164
1/2/2026 - 01:00:00,HMSTR,93765,Short,0.00621,0.0000125
1/2/2026 - 01:00:00,IP,7,Short,-0.121013,-0.0003366263
1/2/2026 - 01:00:00,MAVIA,194,Short,0.043654,0.0001556952
1/2/2026 - 01:00:00,ME,48.6,Short,0.003041,0.0000125
1/2/2026 - 01:00:00,MERL,39,Short,0.000644,0.0000125
1/2/2026 - 01:00:00,MOVE,1395,Short,0.014848,0.0000125
1/2/2026 - 01:00:00,POLYX,176,Short,-0.019348,-0.0003830357
1/2/2026 - 01:00:00,STRK,250,Short,0.006251,0.0000125
1/2/2026 - 01:00:00,TNSR,258.3,Short,-0.012891,-0.0000262659
1/2/2026 - 01:00:00,TON,32.3,Long,-0.016888,0.0000125
1/2/2026 - 01:00:00,TRX,72,Long,-0.006002,0.0000121595
1/2/2026 - 01:00:00,USTC,1546,Short,-0.013776,-0.000057459
1/2/2026 - 01:00:00,XLM,47,Long,0.000734,-0.0000033334
1/2/2026 - 01:00:00,YGG,152,Short,0.002655,0.000010621
1/2/2026 - 01:00:00,ZEC,0.03,Short,-0.025489,-0.0000714289
1/3/2026 - 01:00:00,AIXBT,303,Short,0.002907,0.0000094739
1/3/2026 - 01:00:00,ALGO,165,Long,-0.006266,0.0000125
1/3/2026 - 01:00:00,ATOM,14.72,Long,-0.001242,0.0000015651
1/3/2026 - 01:00:00,AVAX,0.83,Long,-0.00346,0.0000125
1/3/2026 - 01:00:00,AVNT,34.0416666667,Short,-0.092826,-0.000320948
1/3/2026 - 01:00:00,BANANA,2.9,Short,0.006208,0.0000124497
1/3/2026 - 01:00:00,BCH,0.033,Long,-0.006271,0.0000125
1/3/2026 - 01:00:00,BNB,0.048,Long,-0.012612,0.0000125
1/3/2026 - 01:00:00,BTC,0.0006,Long,-0.011531,0.0000089
1/3/2026 - 01:00:00,CAKE,5.1,Long,-0.003057,0.0000125
1/3/2026 - 01:00:00,EIGEN,27.48,Short,0.003522,0.0000132776
1/3/2026 - 01:00:00,ETC,0.83,Long,-0.002594,0.0000104578
1/3/2026 - 01:00:00,ETH,0.0034,Long,-0.002119,0.0000083912
1/3/2026 - 01:00:00,GMT,1922,Short,0.009097,0.0000125
1/3/2026 - 01:00:00,HMSTR,93765,Short,0.00628,0.0000125
1/3/2026 - 01:00:00,IP,7,Short,-0.052911,-0.000149236
1/3/2026 - 01:00:00,MAVIA,194,Short,0.05732,0.0002005759
1/3/2026 - 01:00:00,ME,48.6,Short,0.003094,0.0000125
1/3/2026 - 01:00:00,MERL,39,Short,-0.000351,-0.0000015054
1/3/2026 - 01:00:00,MOVE,1395,Short,0.017272,0.0000141146
1/3/2026 - 01:00:00,POLYX,176,Short,-0.048721,-0.000199165
1/3/2026 - 01:00:00,REZ,1874,Short,0.000623,0.0000125
1/3/2026 - 01:00:00,SOL,0.08,Long,-0.0006,0.0000113686
1/3/2026 - 01:00:00,STRK,250,Short,-0.002552,-0.0000049815
1/3/2026 - 01:00:00,TNSR,258.3,Short,0.006228,0.0000125
1/3/2026 - 01:00:00,TON,33.4458333333,Long,-0.018236,0.0000125
1/3/2026 - 01:00:00,TRX,72,Long,-0.006262,0.0000125
1/3/2026 - 01:00:00,TURBO,5084,Short,0.000615,0.0000122472
1/3/2026 - 01:00:00,USTC,1546,Short,-0.011498,-0.000045642
1/3/2026 - 01:00:00,XLM,47,Long,-0.003105,0.0000125
1/3/2026 - 01:00:00,XRP,6,Long,-0.000522,0.0000086713
1/3/2026 - 01:00:00,YGG,152,Short,0.003211,0.0000125
1/3/2026 - 01:00:00,ZEC,0.03,Short,0.003217,0.0000084464
1/4/2026 - 01:00:00,AIXBT,303,Short,0.003748,0.0000125
1/4/2026 - 01:00:00,ALGO,165,Long,-0.006628,0.0000125
1/4/2026 - 01:00:00,ATOM,15.6179166667,Long,0.019845,-0.0000228237
1/4/2026 - 01:00:00,AVAX,0.83,Long,0.001917,-0.0000068789
1/4/2026 - 01:00:00,AVNT,63.0416666667,Short,-0.190303,-0.0003587622
1/4/2026 - 01:00:00,BANANA,2.9,Short,0.006398,0.0000125
1/4/2026 - 01:00:00,BCH,0.033,Long,-0.006367,0.0000125
1/4/2026 - 01:00:00,BNB,0.048,Long,-0.012781,0.0000125
1/4/2026 - 01:00:00,BTC,0.0006229167,Long,-0.011372,0.000008341
1/4/2026 - 01:00:00,CAKE,5.1,Long,-0.003099,0.0000125
1/4/2026 - 01:00:00,EIGEN,27.48,Short,0.003462,0.0000125
1/4/2026 - 01:00:00,ETC,0.83,Long,-0.001151,0.0000045093
1/4/2026 - 01:00:00,ETH,0.0034,Long,-0.002264,0.0000088732
1/4/2026 - 01:00:00,GMT,1922,Short,0.007808,0.0000105133
1/4/2026 - 01:00:00,HMSTR,93765,Short,0.00882,0.0000163103
1/4/2026 - 01:00:00,IP,7,Short,-0.00542,-0.0000154472
1/4/2026 - 01:00:00,MAVIA,194,Short,0.025832,0.00008544
1/4/2026 - 01:00:00,ME,48.6,Short,0.003215,0.0000125
1/4/2026 - 01:00:00,MERL,47.3333333333,Short,-0.005795,-0.0000196469
1/4/2026 - 01:00:00,MOVE,1395,Short,0.022706,0.0000181543
1/4/2026 - 01:00:00,POLYX,176,Short,-0.036686,-0.0001457769
1/4/2026 - 01:00:00,REZ,1874,Short,0.00046,0.0000019785
1/4/2026 - 01:00:00,SOL,0.08,Long,-0.001175,0.0000045842
1/4/2026 - 01:00:00,STRK,250,Short,0.000271,4.271e-7
1/4/2026 - 01:00:00,TNSR,258.3,Short,-0.025949,-0.0000505279
1/4/2026 - 01:00:00,TON,37.8,Long,-0.0211,0.0000125
1/4/2026 - 01:00:00,TRX,79.0833333333,Long,-0.006973,0.0000125
1/4/2026 - 01:00:00,TURBO,5084,Short,0.002047,0.0000081164
1/4/2026 - 01:00:00,USTC,1848.0833333333,Short,-0.026893,-0.0000887356
1/4/2026 - 01:00:00,XLM,47,Long,-0.003247,0.0000125
1/4/2026 - 01:00:00,XRP,6,Long,-0.002511,0.0000084361
1/4/2026 - 01:00:00,YGG,152,Short,0.001832,0.0000069176
1/4/2026 - 01:00:00,ZEC,0.03,Short,0.004837,0.0000132843
1/5/2026 - 01:00:00,AIXBT,352.5833333333,Short,0.00419,0.0000117471
1/5/2026 - 01:00:00,ALGO,165,Long,-0.006756,0.0000125
1/5/2026 - 01:00:00,ATOM,19.9154166667,Long,0.010654,-0.0000095842
1/5/2026 - 01:00:00,AVAX,0.83,Long,-0.000334,0.000001153
1/5/2026 - 01:00:00,AVNT,86,Short,-0.181892,-0.0002547854
1/5/2026 - 01:00:00,BANANA,2.9,Short,0.005873,0.0000111409
1/5/2026 - 01:00:00,BCH,0.033,Long,-0.006446,0.0000125
1/5/2026 - 01:00:00,BNB,0.048,Long,-0.013,0.0000125
1/5/2026 - 01:00:00,BTC,0.00071,Long,-0.014327,0.0000090655
1/5/2026 - 01:00:00,CAKE,5.1,Long,-0.003149,0.0000125
1/5/2026 - 01:00:00,EIGEN,27.48,Short,0.003478,0.0000125
1/5/2026 - 01:00:00,ETC,0.83,Long,-0.002944,0.0000113943
1/5/2026 - 01:00:00,ETH,0.0034,Long,-0.001504,0.0000058269
1/5/2026 - 01:00:00,GMT,1922,Short,0.007731,0.000010295
1/5/2026 - 01:00:00,HMSTR,93765,Short,0.033443,0.0000608666
1/5/2026 - 01:00:00,IP,7,Short,-0.0528,-0.000147315
1/5/2026 - 01:00:00,MAVIA,194,Short,0.047885,0.0001322625
1/5/2026 - 01:00:00,ME,48.6,Short,0.003256,0.0000125
1/5/2026 - 01:00:00,MERL,87.5416666667,Short,0.006558,0.0000125
1/5/2026 - 01:00:00,MOVE,1395,Short,0.012443,0.0000097566
1/5/2026 - 01:00:00,POLYX,176,Short,-0.01479,-0.0000594027
1/5/2026 - 01:00:00,REZ,2241.0833333333,Short,-0.019817,-0.0000632872
1/5/2026 - 01:00:00,SOL,0.08,Long,-0.002143,0.0000082154
1/5/2026 - 01:00:00,STRK,250,Short,0.006751,0.0000125
1/5/2026 - 01:00:00,TNSR,258.3,Short,-0.018071,-0.0000358548
1/5/2026 - 01:00:00,TON,37.8,Long,-0.021294,0.0000125
1/5/2026 - 01:00:00,TRX,106,Long,-0.009316,0.0000125
1/5/2026 - 01:00:00,TURBO,5084,Short,-0.001499,-0.0000057717
1/5/2026 - 01:00:00,USTC,2996,Short,0.004532,0.0000091561
1/5/2026 - 01:00:00,XLM,55.9583333333,Long,-0.003978,0.0000125
1/5/2026 - 01:00:00,XRP,7.0416666667,Long,-0.002939,0.0000078799
1/5/2026 - 01:00:00,YGG,152,Short,0.003202,0.000012191
1/5/2026 - 01:00:00,ZEC,0.03,Short,0.004667,0.0000131041
1/6/2026 - 01:00:00,BTC,0.00071,Long,-0.000483,0.0000072612
1/6/2026 - 01:00:00,ETH,0.0034,Long,-0.00004,0.0000037105
1/6/2026 - 01:00:00,ATOM,23.28,Long,-0.000689,0.0000125
1/6/2026 - 01:00:00,SOL,0.08,Long,-0.000068,0.0000062461
1/6/2026 - 01:00:00,AVAX,0.83,Long,-0.000137,0.0000114407
1/6/2026 - 01:00:00,BNB,0.048,Long,-0.000546,0.0000125
1/6/2026 - 01:00:00,XRP,11,Long,-0.000322,0.0000125
1/6/2026 - 01:00:00,BCH,0.033,Long,-0.000266,0.0000125
1/6/2026 - 01:00:00,YGG,152,Short,0.000139,0.0000125
1/6/2026 - 01:00:00,TRX,106,Long,-0.000387,0.0000125
1/6/2026 - 01:00:00,BANANA,2.9,Short,0.000283,0.0000125
1/6/2026 - 01:00:00,TON,37.8,Long,-0.000895,0.0000125
1/6/2026 - 01:00:00,POLYX,176,Short,-0.000032,-0.0000030319
1/6/2026 - 01:00:00,GMT,1922,Short,0.000399,0.0000125
1/6/2026 - 01:00:00,USTC,2996,Short,-0.001042,-0.0000498923
1/6/2026 - 01:00:00,CAKE,5.1,Long,-0.000132,0.0000125
1/6/2026 - 01:00:00,ETC,0.83,Long,-0.000138,0.0000125
1/6/2026 - 01:00:00,MAVIA,194,Short,0.003114,0.0002094752
1/6/2026 - 01:00:00,STRK,250,Short,0.000283,0.0000125
1/6/2026 - 01:00:00,TNSR,258.3,Short,0.000263,0.0000125
1/6/2026 - 01:00:00,MERL,120,Short,0.000376,0.0000125
1/6/2026 - 01:00:00,EIGEN,27.48,Short,0.000155,0.0000125
1/6/2026 - 01:00:00,REZ,3636,Short,-0.018378,-0.0008735737
1/6/2026 - 01:00:00,TURBO,5084,Short,0.000137,0.0000125
1/6/2026 - 01:00:00,HMSTR,93765,Short,0.000913,0.0000391314
1/6/2026 - 01:00:00,XLM,90,Long,-0.000284,0.0000125
1/6/2026 - 01:00:00,ALGO,165,Long,-0.000287,0.0000125
1/6/2026 - 01:00:00,ME,48.6,Short,0.000138,0.0000125
1/6/2026 - 01:00:00,MOVE,1395,Short,0.001548,0.00002879
1/6/2026 - 01:00:00,AIXBT,541,Short,0.000286,0.0000125
1/6/2026 - 01:00:00,IP,7,Short,-0.000632,-0.0000418196
1/6/2026 - 01:00:00,AVNT,86,Short,-0.004116,-0.000138329
1/6/2026 - 01:00:00,ZEC,0.03,Short,0.001465,0.0000970582
1/6/2026 - 02:00:00,BTC,0.00071,Long,-0.000536,0.0000080533
1/6/2026 - 02:00:00,ETH,0.0034,Long,-0.000057,0.0000052539
1/6/2026 - 02:00:00,ATOM,23.28,Long,-0.000692,0.0000125
1/6/2026 - 02:00:00,SOL,0.08,Long,-0.000046,0.0000042405
1/6/2026 - 02:00:00,AVAX,0.83,Long,-0.000095,0.0000079495
