time,cash_collateral,account_equity,portfolio_margin_value,posted_initial_margin_open,maintenance_margin_required,margin_ratio,unrealized_pnl_total,unrealized_pnl_long,unrealized_pnl_short,realized_pnl_total,realized_pnl_long,realized_pnl_short,funding_pnl_total,fees_total,n_open_positions,long_exposure,short_exposure,gross_exposure,net_exposure,gross_leverage_on_equity
2025-10-10 18:00:00+00:00,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2025-10-10 19:00:00+00:00,1939.973,1999.55542022553,59.58242022553017,60.00000521981243,4.6460685543990845,0.0023235507790401997,-0.417584994282256,-0.11893104708773795,-0.29865394719451804,0.0,0.0,0.0,5.219812428528198e-06,0.027,6,29.881068952912262,30.298653947194516,60.17972290010678,-0.4175849942822545,0.030096551609116742
2025-10-10 20:00:00+00:00,1939.973,2000.929453902539,60.95645390253908,60.000031801625305,4.259665674082692,0.0021288435060890314,0.956422100913775,-1.570765034205249,2.527187135119024,0.0,0.0,0.0,3.180162530423809e-05,0.027,6,28.429234965794752,27.472812864880975,55.90204783067573,0.9564221009137768,0.02793804035501923
2025-10-10 21:00:00+00:00,1939.973,2004.081296562231,64.10829656223103,60.000170490325694,3.2646069148674197,0.0016289792836585392,4.108126071905344,-5.4306553520753,9.538781423980645,0.0,0.0,0.0,0.00017049032569212797,0.027,6,24.569344647924698,20.461218576019355,45.03056322394406,4.1081260719053425,0.022469429409469947
2025-10-10 22:00:00+00:00,1939.973,2002.670876901653,62.69787690165307,59.984785537148724,3.396138332526598,0.0016958045236972683,2.7130913645043453,-5.469854476546029,8.182945841050374,0.0,0.0,0.0,-0.015214462851276698,0.027,6,24.530145523453967,21.817054158949624,46.34719968240359,2.7130913645043435,0.023142694197514715
2025-10-10 23:00:00+00:00,1939.973,2002.2930977595158,62.32009775951578,59.95665761470464,3.481909422308305,0.0017389609074737458,2.363440144811145,-5.276759032211418,7.640199177022563,0.0,0.0,0.0,-0.04334238529536134,0.027,6,24.723240967788584,22.359800822977437,47.08304179076602,2.363440144811147,0.023514560302610052
2025-10-11 00:00:00+00:00,1939.973,2001.8616533601107,61.88865336011087,59.94819277027411,3.5400142464046946,0.00176836108552397,1.9404605898367588,-5.222247760303366,7.162708350140125,0.0,0.0,0.0,-0.05180722972588772,0.027,6,24.777752239696632,22.837291649859875,47.6150438895565,1.940460589836757,0.023785381876732084
2025-10-11 01:00:00+00:00,1939.973,2002.2725300777354,62.299530077735426,59.94007993970099,3.4377832570077285,0.0017169407287799436,2.359450138034436,-5.584062823432289,7.943512961466725,0.0,0.0,0.0,-0.059920060299004985,0.027,6,24.41593717656771,22.056487038533277,46.472424215100986,2.3594501380344326,0.023209839578279965
2025-10-11 02:00:00+00:00,1939.973,2001.5424909445378,61.569490944537876,59.93715865426466,3.66020569899987,0.0018286924787055611,1.6323322902732187,-4.654579943674769,6.286912233947987,0.0,0.0,0.0,-0.06284134573534128,0.027,6,25.34542005632523,23.713087766052013,49.058507822377244,1.6323322902732187,0.024510350414407786
2025-10-11 03:00:00+00:00,1939.973,2001.693591176933,61.72059117693319,59.93636804972881,3.590489914890235,0.0017937260381490953,1.7842231272043767,-4.972824809762604,6.7570479369669805,0.0,0.0,0.0,-0.063631950271184,0.027,6,25.027175190237397,23.24295206303302,48.27012725327042,1.7842231272043776,0.024114643452941814
2025-10-11 04:00:00+00:00,1939.973,2001.2908596805764,61.31785968057642,59.935103170993386,3.6725412479112856,0.0018350862045597187,1.3827565095830305,-4.74239763912114,6.125154148704171,0.0,0.0,0.0,-0.06489682900662418,0.027,6,25.25760236087886,23.874845851295827,49.13244821217469,1.3827565095830323,0.02455037855917488
2025-10-11 05:00:00+00:00,1939.973,2001.0368937943701,61.06389379437009,59.933421262104645,3.652169384290641,0.0018251384547765084,1.130472532265446,-5.031853717381076,6.162326249646522,0.0,0.0,0.0,-0.06657873789536496,0.027,6,24.968146282618925,23.837673750353478,48.805820032972406,1.130472532265447,0.024390264959296533
2025-10-11 06:00:00+00:00,1939.973,2000.4225791482836,60.44957914828374,59.92386278537744,3.7063054307540475,0.0018527612462423187,0.5257163629062989,-5.068567854991466,5.594284217897765,0.0,0.0,0.0,-0.07613721462256072,0.027,6,24.931432145008536,24.405715782102234,49.33714792711077,0.5257163629063015,0.024663362852121454
