time,cash_collateral,account_equity,portfolio_margin_value,posted_initial_margin_open,maintenance_margin_required,margin_ratio,unrealized_pnl_total,unrealized_pnl_long,unrealized_pnl_short,realized_pnl_total,realized_pnl_long,realized_pnl_short,funding_pnl_total,fees_total,n_open_positions,long_exposure,short_exposure,gross_exposure,net_exposure,gross_leverage_on_equity,date,daily_return,long_pnl,short_pnl,total_pnl
2025-10-10 23:00:00+00:00,1939.973,2002.2930977595158,62.32009775951578,59.95665761470464,3.481909422308305,0.0017389609074737458,2.363440144811145,-5.276759032211418,7.640199177022563,0.0,0.0,0.0,-0.04334238529536134,0.027,6,24.723240967788584,22.359800822977437,47.08304179076602,2.363440144811147,0.023514560302610052,2025-10-10,,-5.276759032211418,7.640199177022563,2.293097759515831
2025-10-11 23:00:00+00:00,1879.946,2001.277342919947,121.33134291994698,119.89499948312752,6.757707691325766,0.0033766972455032095,1.436343436819456,-6.655366784293353,8.091710221112809,0.0,0.0,0.0,-0.10500051687250062,0.053999999999999986,10,53.34463321570665,51.90828977888719,105.25292299459383,1.4363434368194632,0.05259287193099655,2025-10-11,-0.0005072957803757827,-6.655366784293353,8.091710221112809,1.277342919946932
2025-10-12 23:00:00+00:00,1819.9189999999999,1997.6856755180409,177.76667551804107,179.9032815765046,11.62905059428759,0.005821261441078281,-2.136606058463551,-1.952481309456564,-0.184124749006987,0.0,0.0,0.0,-0.09671842349542098,0.081,13,88.04751869054343,90.184124749007,178.23164343955042,-2.1366060584635704,0.08921906265024968,2025-10-12,-0.0017946874852766692,-1.952481309456564,-0.184124749006987,-2.3143244819591473
2025-10-13 23:00:00+00:00,1759.8919999999998,1992.450219793994,232.55821979399408,239.88785043222808,16.213469615328247,0.008137452797693793,-7.329630638233982,-0.32056998971638495,-7.009060648517597,0.0,0.0,0.0,-0.11214956777195695,0.10800000000000003,17,119.67943001028361,127.0090606485176,246.68849065880121,-7.3296306382339935,0.12381162059060485,2025-10-13,-0.0026207605071248974,-0.32056998971638495,-7.009060648517597,-7.549780206006062
2025-10-14 23:00:00+00:00,1699.8649999999998,1995.6000700860022,295.73507008600234,299.87241492159245,20.574891678695234,0.010310127759119863,-4.137344835590101,-4.569650685755602,0.43230585016550144,0.0,0.0,0.0,-0.12758507840758948,0.13500000000000004,21,145.4303493142444,149.5676941498345,294.99804346407893,-4.137344835590085,0.14782422985752136,2025-10-14,0.0015808928427500923,-4.569650685755602,0.43230585016550144,-4.399929913997767
2025-10-15 23:00:00+00:00,1641.6566391998288,1994.1355014855858,352.4788622857571,349.77462596046183,22.76758989396178,0.011417273237952205,2.7042363252952644,-9.676251587166854,12.380487912462119,-8.186391998289475,0.0,-8.186391998289475,-0.22034284141976593,0.16200000000000006,23,170.32374841283314,157.61951208753786,327.943260500371,12.704236325295284,0.16445384992948608,2025-10-15,-0.0007338988519645095,-9.676251587166854,4.194095914172644,-5.864498514414208
2025-10-16 23:00:00+00:00,1581.6296391998287,1996.0515390115925,414.4218998117636,409.57251560393865,27.417026054479845,0.013735630327489562,4.849384207824951,-14.173768286152843,19.023152493977793,-8.186391998289475,0.0,-8.186391998289475,-0.42245319794284547,0.18900000000000008,26,195.8262317138472,180.97684750602218,376.80307921986935,14.849384207825011,0.18877422343836633,2025-10-16,0.000960836174161317,-14.173768286152843,10.836760495688319,-3.9484609884075326
2025-10-17 23:00:00+00:00,1521.6026391998287,1995.3459902641057,473.74335106427714,469.05304974254756,31.126648827442924,0.015599624816607857,4.69030132172956,-20.179941324488254,24.870242646217815,-8.186391998289475,0.0,-8.186391998289475,-0.9419190593340304,0.2160000000000001,27,219.82005867551175,205.12975735378217,424.9498160292939,14.690301321729578,0.21297049138482854,2025-10-17,-0.0003534722093579967,-20.179941324488254,16.683850647928338,-4.654009735894306
2025-10-18 23:00:00+00:00,1461.5756391998286,1999.5763983486547,538.0007591488262,528.7613133409203,36.30039134874695,0.018154040715186247,9.239445807905906,-16.797287191107188,26.036732999013093,-8.186391998289475,0.0,-8.186391998289475,-1.2336554609613555,0.24300000000000013,28,253.20271280889278,233.96326700098695,487.16597980987973,19.239445807905838,0.2436345919126694,2025-10-18,0.002120137612820372,-16.797287191107188,17.850341000723617,-0.4236016513452796
2025-10-19 23:00:00+00:00,1401.5486391998286,1989.5768089314229,588.0281697315943,588.6095163182507,42.49458518973665,0.021358605005332747,-0.5813465866564211,-12.94519132670974,12.363844740053318,-8.186391998289475,0.0,-8.186391998289475,-1.3854524836308748,0.27000000000000013,29,287.0548086732902,277.63615525994675,564.690963933237,9.418653413343463,0.2838246613039913,2025-10-19,-0.0050008538935996105,-12.94519132670974,4.177452741763844,-10.423191068577125
