time,signal_date,symbol,side,prediction,price,notional
2025-10-29 19:00:00+00:00,2025-10-29,YGG,-1,0.1061181299969732,0.1284,10.0
2025-10-30 19:00:00+00:00,2025-10-30,ETHFI,-1,0.1802729247951833,0.84995,10.0
2025-10-30 19:00:00+00:00,2025-10-30,GAS,1,0.8761883486851378,2.4349,10.0
2025-10-30 19:00:00+00:00,2025-10-30,LTC,1,0.8769184497433783,91.454,10.0
2025-10-30 19:00:00+00:00,2025-10-30,SNX,-1,0.067361662117707,0.9685,10.0
2025-10-30 19:00:00+00:00,2025-10-30,SOL,1,0.8522119442584953,181.26,10.0
2025-10-30 19:00:00+00:00,2025-10-30,TST,-1,0.1246443812168582,0.01693,10.0
2025-10-31 19:00:00+00:00,2025-10-31,BNB,1,0.8868435080489634,1081.5,10.0
2025-10-31 19:00:00+00:00,2025-10-31,BTC,1,0.9208146081896712,109458.0,10.0
2025-10-31 19:00:00+00:00,2025-10-31,SNX,-1,0.0590041508556303,0.98093,10.0
2025-10-31 19:00:00+00:00,2025-10-31,SOL,1,0.8778801434313566,185.92,10.0
2025-10-31 19:00:00+00:00,2025-10-31,TST,-1,0.1375877477768866,0.017882,10.0
2025-10-31 19:00:00+00:00,2025-10-31,YGG,-1,0.1039771232602091,0.1177,10.0
2025-11-01 19:00:00+00:00,2025-11-01,0G,-1,0.1232850020115369,1.0731,10.0
2025-11-01 19:00:00+00:00,2025-11-01,BTC,1,0.951320578154985,110360.0,10.0
2025-11-01 19:00:00+00:00,2025-11-01,SNX,-1,0.0692508928645466,1.0019,10.0
2025-11-01 19:00:00+00:00,2025-11-01,SOL,1,0.9383863614226882,185.67,10.0
2025-11-01 19:00:00+00:00,2025-11-01,XRP,1,0.9290952346701148,2.5046,10.0
2025-11-01 19:00:00+00:00,2025-11-01,ZK,-1,0.1272410481537055,0.042984,10.0
2025-11-02 19:00:00+00:00,2025-11-02,BCH,1,0.9023281547028436,532.82,10.0
2025-11-02 19:00:00+00:00,2025-11-02,BTC,1,0.9131771464304728,110325.0,10.0
2025-11-02 19:00:00+00:00,2025-11-02,EIGEN,-1,0.1221377198622292,0.8654,10.0
2025-11-02 19:00:00+00:00,2025-11-02,ETC,1,0.9024388146669604,15.983,10.0
2025-11-02 19:00:00+00:00,2025-11-02,MAVIA,-1,0.0735691945401623,0.09894,10.0
2025-11-02 19:00:00+00:00,2025-11-02,SNX,-1,0.070816792780132,1.0131,10.0
2025-11-03 19:00:00+00:00,2025-11-03,AI16Z,-1,0.1477860843765677,0.0715,10.0
2025-11-03 19:00:00+00:00,2025-11-03,BTC,1,0.9732135026966644,106917.0,10.0
2025-11-03 19:00:00+00:00,2025-11-03,ETH,1,0.937899128461882,3630.8,10.0
2025-11-03 19:00:00+00:00,2025-11-03,TST,-1,0.1453420466932924,0.015465,10.0
2025-11-03 19:00:00+00:00,2025-11-03,XRP,1,0.9320990428972254,2.3467,10.0
2025-11-03 19:00:00+00:00,2025-11-03,ZEREBRO,-1,0.1535218402247232,0.045326,10.0
2025-11-04 19:00:00+00:00,2025-11-04,BNB,1,0.9053770880195494,932.87,10.0
2025-11-04 19:00:00+00:00,2025-11-04,BTC,1,0.978148046655934,101345.0,10.0
2025-11-04 19:00:00+00:00,2025-11-04,ETH,1,0.9004292730130149,3302.1,10.0
2025-11-04 19:00:00+00:00,2025-11-04,MINA,-1,0.1279572159462223,0.13549,10.0
2025-11-04 19:00:00+00:00,2025-11-04,SNX,-1,0.0834792099990696,0.86273,10.0
2025-11-04 19:00:00+00:00,2025-11-04,ZK,-1,0.0823977216052249,0.052443,10.0
2025-11-05 19:00:00+00:00,2025-11-05,AI16Z,-1,0.1398771692101116,0.07174,10.0
2025-11-05 19:00:00+00:00,2025-11-05,BTC,1,0.8757475767986981,104386.0,10.0
2025-11-05 19:00:00+00:00,2025-11-05,MAVIA,-1,0.1751403282941406,0.09875,10.0
2025-11-05 19:00:00+00:00,2025-11-05,POL,1,0.8573854842410599,0.17021,10.0
