time,symbol,side_closed,qty_closed,entry_price,exit_price,realized_pnl,fee,net_pnl_after_allocated_fee,reason,opened_at,holding_hours,released_isolated_margin,margin_mode
2025-10-12 19:00:00+00:00,SNX,-1,10.606815939922994,0.94279,1.7168746496134044,-8.210573400369164,0.0,-8.210573400369164,liquidation,2025-10-12 00:00:00+00:00,19.0,10.031630740406083,isolated
2025-10-15 05:00:00+00:00,YGG,-1,89.27774305865547,0.11201,0.20365781766596278,-8.18211031746833,0.0,-8.18211031746833,liquidation,2025-10-12 00:00:00+00:00,77.0,10.000321349215163,isolated
2025-11-01 07:00:00+00:00,ZEN,-1,0.9122422915526364,10.962,19.933300383999555,-8.183999620506802,0.0,-8.183999620506802,liquidation,2025-10-23 00:00:00+00:00,223.0,10.002399582557482,isolated
2025-11-01 22:00:00+00:00,ZK,-1,346.1884650003462,0.028886,0.052478143987887346,-8.167328113233866,0.0,-8.167328113233866,liquidation,2025-11-01 00:00:00+00:00,22.0,9.984060924557257,isolated
2025-11-04 03:00:00+00:00,ZEC,-1,0.04011553273427471,249.28,449.6067970697094,-8.036216185402335,0.0,-8.036216185402335,liquidation,2025-10-14 00:00:00+00:00,507.0,9.839837803942569,isolated
2025-11-07 19:00:00+00:00,MINA,-1,86.65511265164645,0.1154,0.2082421434878746,-8.045246402762096,0.0,-8.045246402762096,liquidation,2025-11-04 00:00:00+00:00,91.0,9.849771043038306,isolated
2025-11-08 12:00:00+00:00,0G,-1,9.205560158335635,1.0863,1.6346448866479908,-5.047821841553813,0.0,-5.047821841553813,liquidation,2025-11-01 00:00:00+00:00,180.0,6.552604025709195,isolated
2025-11-09 00:00:00+00:00,AVNT,-1,12.059234962134003,0.6995946207981877,0.53564,1.9771672953329276,0.0029067338768028555,1.9742605614561246,time_exit_30d,2025-10-10 00:00:00+00:00,720.0,,isolated
2025-11-09 00:00:00+00:00,BIGTIME,1,210.77925089054233,0.047443,0.030739,-3.5208566068756193,0.002915614526905971,-3.5237722214025253,time_exit_30d,2025-10-10 00:00:00+00:00,720.0,,isolated
2025-11-09 00:00:00+00:00,BTC,1,8.222669900916828e-05,109392.99071557626,102269.0,-0.5857822403137988,0.0037841590264358835,-0.5895663993402347,time_exit_30d,2025-10-10 00:00:00+00:00,720.0,,isolated
2025-11-09 00:00:00+00:00,CAKE,-1,2.6774478567029907,3.3437731103124957,2.5214,2.201861121616364,0.003037912661650914,2.198823208954713,time_exit_30d,2025-10-10 00:00:00+00:00,720.0,,isolated
2025-11-09 00:00:00+00:00,LTC,1,0.07933989209774672,105.62250573845384,106.93,0.103736453629496,0.003817716597905426,0.09991873703159057,time_exit_30d,2025-10-10 00:00:00+00:00,720.0,,isolated
2025-11-09 00:00:00+00:00,TST,-1,308.2614056720099,0.019595427801828165,0.018451,0.35278292288167895,0.0025594790382244144,0.35022344384345455,time_exit_30d,2025-10-10 00:00:00+00:00,720.0,,isolated
2025-11-10 00:00:00+00:00,BNB,1,0.009065361254645998,1125.5971185671783,995.98,-1.1750260045977545,0.004063013326081045,-1.1790890179238356,time_exit_30d,2025-10-11 00:00:00+00:00,720.0,,isolated
2025-11-10 00:00:00+00:00,BTC,1,8.870831817899565e-05,109090.24158218256,104748.0,-0.3851929478823157,0.004181408510676046,-0.3893743563929917,time_exit_30d,2025-10-10 00:00:00+00:00,744.0,,isolated
2025-11-10 00:00:00+00:00,SOL,1,0.053324801365114916,182.4230172585051,164.5,-0.9557413351733108,0.003947368421052632,-0.9596887035943634,time_exit_30d,2025-10-11 00:00:00+00:00,720.0,,isolated
2025-11-10 00:00:00+00:00,STRK,-1,90.36688957166095,0.11066,0.14829,-3.4005060545816024,0.006030227724561721,-3.4065362823061642,time_exit_30d,2025-10-11 00:00:00+00:00,720.0,,isolated
